model,motion_coherence,prior_std,reference,bin_left_deg,bin_right_deg,bin_center_deg,observed,simulated_mean,simulated_ci_low,simulated_ci_high,n_simulations
HMM_static,0.0599999999999999,10,stimulus,-150,-135,-142.5,0.0031972454500737,0.0062592228234136,0.0044269552385636,0.008180644367929,100
HMM_static,0.0599999999999999,10,stimulus,-135,-120,-127.5,0.0031972454500737,0.0073708804722085,0.0056566650270535,0.0091060009837677,100
HMM_static,0.0599999999999999,10,stimulus,-120,-105,-112.5,0.0027053615346778,0.0096101819970486,0.0075596409247417,0.0114363010329562,100
HMM_static,0.0599999999999999,10,stimulus,-105,-90,-97.5,0.0030742744712247,0.0131787998032464,0.0110028283325135,0.0153713723561239,100
HMM_static,0.0599999999999999,10,stimulus,-90,-75,-82.5,0.0046728971962616,0.0187973438268567,0.0153529267092966,0.0220948106246924,100
HMM_static,0.0599999999999999,10,stimulus,-75,-60,-67.5,0.0084849975405803,0.0271827348745695,0.0237918101328086,0.0307427447122478,100
HMM_static,0.0599999999999999,10,stimulus,-60,-45,-52.5,0.013280865715691,0.0388133300541071,0.0344841367437283,0.0429168716182979,100
HMM_static,0.0599999999999999,10,stimulus,-45,-30,-37.5,0.0366453516969994,0.0602631578947368,0.0550018445646826,0.0658724790949335,100
HMM_static,0.0599999999999999,10,stimulus,-30,-15,-22.5,0.1267830791933103,0.1153701426463354,0.1085126660108213,0.1216613379242498,100
HMM_static,0.0599999999999999,10,stimulus,-15,0,-7.5,0.2848007870142645,0.1934210526315789,0.182359813084112,0.2080730447614362,100
HMM_static,0.0599999999999999,10,stimulus,0,15,7.5,0.291687161829808,0.1920425479586817,0.1802969749139203,0.2038059517953761,100
HMM_static,0.0599999999999999,10,stimulus,15,30,22.5,0.130964092474176,0.1156246925725529,0.1089522872602065,0.1230662813575996,100
HMM_static,0.0599999999999999,10,stimulus,30,45,37.5,0.0454992621741268,0.0604832759468764,0.0556412936546974,0.0663459173635022,100
HMM_static,0.0599999999999999,10,stimulus,45,60,52.5,0.0163551401869157,0.0383694048204622,0.0345363994097393,0.0432980816527299,100
HMM_static,0.0599999999999999,10,stimulus,60,75,67.5,0.0065174618789965,0.027188883423512,0.0225621003443187,0.0313575996064928,100
HMM_static,0.0599999999999999,10,stimulus,75,90,82.5,0.0056566650270535,0.0185833743236595,0.0151838416133792,0.0220179537629119,100
HMM_static,0.0599999999999999,10,stimulus,90,105,97.5,0.0023364485981308,0.0130545991146089,0.0101942941465813,0.0151315789473684,100
HMM_static,0.0599999999999999,10,stimulus,105,120,112.5,0.0017215937038857,0.0096360059026069,0.0074366699458927,0.0116822429906542,100
HMM_static,0.0599999999999999,10,stimulus,120,135,127.5,0.0017215937038857,0.0073954746679783,0.0057150762420068,0.0091644121987211,100
HMM_static,0.0599999999999999,10,stimulus,135,150,142.5,0.0012297097884898,0.0060526315789473,0.0044269552385636,0.0078762911952779,100
HMM_static,0.0599999999999999,10,stimulus,150,165,157.5,0.0017215937038857,0.0053848991637972,0.003747540580423,0.0072552877520905,100
HMM_static,0.0599999999999999,10,stimulus,165,180,172.5,0.0019675356615838,0.0053430890309886,0.0039934825381209,0.0067695523856368,100
HMM_static,0.0599999999999999,20,prior,-180,-165,-172.5,0.003426753151389,0.0055366540203156,0.0039101701138171,0.0075296781299718,100
HMM_static,0.0599999999999999,20,prior,-165,-150,-157.5,0.0037939052747521,0.0058878962183331,0.0045220903194222,0.0076520621710927,100
HMM_static,0.0599999999999999,20,prior,-150,-135,-142.5,0.0037939052747521,0.0066589156773956,0.004953494064374,0.008263982376698,100
HMM_static,0.0599999999999999,20,prior,-135,-120,-127.5,0.0045282095214782,0.0082572512544363,0.0064802349773589,0.0103445110757556,100
HMM_static,0.0599999999999999,20,prior,-120,-105,-112.5,0.0055072818504467,0.0108199730755109,0.0087290417329579,0.0129788275608859,100
HMM_static,0.0599999999999999,20,prior,-105,-90,-97.5,0.00709827438502,0.0148941378044303,0.0124770529922898,0.0174427854607758,100
HMM_static,0.0599999999999999,20,prior,-90,-75,-82.5,0.0055072818504467,0.0206217109288947,0.0173142822175988,0.0239291396401908,100
HMM_static,0.0599999999999999,20,prior,-75,-60,-67.5,0.0089340350018356,0.0292816056786195,0.0258230326765389,0.033970750214172,100
HMM_static,0.0599999999999999,20,prior,-60,-45,-52.5,0.0143189328111614,0.0404491494309141,0.03609717292865,0.0454105984579609,100
HMM_static,0.0599999999999999,20,prior,-45,-30,-37.5,0.0411210378166686,0.0613437767715089,0.0558407783625015,0.0670664545343287,100
HMM_static,0.0599999999999999,20,prior,-30,-15,-22.5,0.1030473626239138,0.113257863174642,0.1065781422102557,0.1195355525639456,100
HMM_static,0.0599999999999999,20,prior,-15,0,-7.5,0.2680210500550728,0.1823705788765145,0.1712152735283319,0.1963101211602006,100
HMM_static,0.0599999999999999,20,prior,0,15,7.5,0.2727940276587931,0.1835099742993512,0.1732193122016889,0.1947772610451596,100
HMM_static,0.0599999999999999,20,prior,15,30,22.5,0.1251988740668215,0.1125052013217476,0.1067066454534327,0.1176233019214294,100
HMM_static,0.0599999999999999,20,prior,30,45,37.5,0.071594664055807,0.0614563700893403,0.0561620364704442,0.0668461632603108,100
HMM_static,0.0599999999999999,20,prior,45,60,52.5,0.0291274017868069,0.0405605189083343,0.0357300208052869,0.0447344266307673,100
HMM_static,0.0599999999999999,20,prior,60,75,67.5,0.013095092399951,0.0293158732101334,0.0262483172194344,0.0332364459674458,100
HMM_static,0.0599999999999999,20,prior,75,90,82.5,0.0063639701382938,0.0212128258475094,0.0182872353445109,0.0247215763064496,100
HMM_static,0.0599999999999999,20,prior,90,105,97.5,0.0028148329457838,0.0150238648880185,0.0124831721943458,0.017571288703953,100
HMM_static,0.0599999999999999,20,prior,105,120,112.5,0.0022029127401785,0.0107477664912495,0.0085668828784725,0.0127340594786439,100
HMM_static,0.0599999999999999,20,prior,120,135,127.5,0.0014686084934524,0.0081813731489413,0.0062997185167054,0.0100997429935136,100
HMM_static,0.0599999999999999,20,prior,135,150,142.5,0.0019581446579365,0.00679476196304,0.0056296658915676,0.0083282339982866,100
HMM_static,0.0599999999999999,20,prior,150,165,157.5,0.0012238404112103,0.0058781054950434,0.0042834414392362,0.0074072940888508,100
HMM_static,0.0599999999999999,20,prior,165,180,172.5,0.0030596010280259,0.005433851425774,0.0037296536531635,0.0068535063027781,100
HMM_static,0.0599999999999999,20,stimulus,-180,-165,-172.5,0.0030596010280259,0.0050923999510462,0.0032401174886794,0.0065506058010034,100
HMM_static,0.0599999999999999,20,stimulus,-165,-150,-157.5,0.0039162893158731,0.0056137559662219,0.0039101701138171,0.0071625260066087,100
HMM_static,0.0599999999999999,20,stimulus,-150,-135,-142.5,0.0044058254803573,0.006219556969771,0.0045863419410108,0.0079549626728674,100
HMM_static,0.0599999999999999,20,stimulus,-135,-120,-127.5,0.0048953616448414,0.0073748623179537,0.0052502753640924,0.0093654387467873,100
HMM_static,0.0599999999999999,20,stimulus,-120,-105,-112.5,0.0042834414392362,0.0094761963040018,0.0072145392240851,0.0116968547301431,100
HMM_static,0.0599999999999999,20,stimulus,-105,-90,-97.5,0.0047729776037204,0.0132566393342308,0.0111950801615469,0.0154265083833068,100
HMM_static,0.0599999999999999,20,stimulus,-90,-75,-82.5,0.0074654265083832,0.0188092032798923,0.0165799779708725,0.0217904785216006,100
HMM_static,0.0599999999999999,20,stimulus,-75,-60,-67.5,0.0116264839064984,0.0303120793048585,0.0261657079916777,0.0344541671766001,100
HMM_static,0.0599999999999999,20,stimulus,-60,-45,-52.5,0.0291274017868069,0.0494272426875535,0.0448506914698323,0.0544027658793293,100
HMM_static,0.0599999999999999,20,stimulus,-45,-30,-37.5,0.0622934769306082,0.0817158242565168,0.0756853506302778,0.087994125566026,100
HMM_static,0.0599999999999999,20,stimulus,-30,-15,-22.5,0.1338881409864153,0.1209631624036225,0.1139915555011626,0.1285093623791457,100
HMM_static,0.0599999999999999,20,stimulus,-15,0,-7.5,0.2016888997674702,0.1510427120303511,0.1428803084077836,0.1601272794027658,100
HMM_static,0.0599999999999999,20,stimulus,0,15,7.5,0.2093990943580957,0.1515640680455268,0.1446579366050667,0.1605586831477175,100
HMM_static,0.0599999999999999,20,stimulus,15,30,22.5,0.1491861461265451,0.1212238404112103,0.1140894627340594,0.1293385142577407,100
HMM_static,0.0599999999999999,20,stimulus,30,45,37.5,0.087504589401542,0.0815506058010034,0.076774568596255,0.0873363113450005,100
HMM_static,0.0599999999999999,20,stimulus,45,60,52.5,0.0438134867213315,0.0498054093746174,0.044716069024599,0.0552716925712885,100
HMM_static,0.0599999999999999,20,stimulus,60,75,67.5,0.0170113817158242,0.0300085668828783,0.026300330436911,0.0333588300085667,100
HMM_static,0.0599999999999999,20,stimulus,75,90,82.5,0.0081997307551094,0.0193207685717782,0.0161485742259208,0.0225829151878595,100
HMM_static,0.0599999999999999,20,stimulus,90,105,97.5,0.0026924489046628,0.0131832089095581,0.0104607759148207,0.0154203891812507,100
HMM_static,0.0599999999999999,20,stimulus,105,120,112.5,0.0025700648635416,0.0095716558560763,0.0073950556847387,0.0116264839064984,100
HMM_static,0.0599999999999999,20,stimulus,120,135,127.5,0.0020805286990575,0.0073736384775425,0.0058101823522211,0.0091206706645452,100
HMM_static,0.0599999999999999,20,stimulus,135,150,142.5,0.0020805286990575,0.0063627462978827,0.0047729776037204,0.0080773467139884,100
HMM_static,0.0599999999999999,20,stimulus,150,165,157.5,0.0019581446579365,0.0055170725737363,0.0038520376942845,0.0072267776281972,100
HMM_static,0.0599999999999999,20,stimulus,165,180,172.5,0.0020805286990575,0.0052147839921674,0.0037296536531635,0.0064863541794149,100
HMM_static,0.0599999999999999,40,prior,-180,-165,-172.5,0.0062949640287769,0.006536485097636,0.0047533401849947,0.0086748458376156,100
HMM_static,0.0599999999999999,40,prior,-165,-150,-157.5,0.0046248715313463,0.0071171634121274,0.0053282374100718,0.0088033144912641,100
HMM_static,0.0599999999999999,40,prior,-150,-135,-142.5,0.0055241521068859,0.0082374100719424,0.00635598663926,0.0100880010277492,100
HMM_static,0.0599999999999999,40,prior,-135,-120,-127.5,0.0075796505652619,0.0106577595066802,0.008154547790339,0.0126573741007194,100
HMM_static,0.0599999999999999,40,prior,-120,-105,-112.5,0.0122045220966084,0.014208633093525,0.0119475847893114,0.0168358170606372,100
HMM_static,0.0599999999999999,40,prior,-105,-90,-97.5,0.0183710174717367,0.0187243062692701,0.0161870503597121,0.021968139773895,100
HMM_static,0.0599999999999999,40,prior,-90,-75,-82.5,0.0263360739979444,0.0246068859198355,0.0215698869475847,0.027688206577595,100
HMM_static,0.0599999999999999,40,prior,-75,-60,-67.5,0.0317317574511818,0.0336690647482014,0.0290210688591983,0.0374518242548817,100
HMM_static,0.0599999999999999,40,prior,-60,-45,-52.5,0.0355858170606372,0.0466842240493319,0.0404612024665981,0.0514806012332989,100
HMM_static,0.0599999999999999,40,prior,-45,-30,-37.5,0.0493319630010276,0.0718139773895169,0.066350847893114,0.0767086330935251,100
HMM_static,0.0599999999999999,40,prior,-30,-15,-22.5,0.0950668036998972,0.1107759506680369,0.1035874871531345,0.1179406474820144,100
HMM_static,0.0599999999999999,40,prior,-15,0,-7.5,0.1998972250770811,0.1463926002055498,0.137968910585817,0.157958633093525,100
HMM_static,0.0599999999999999,40,prior,0,15,7.5,0.1626413155190133,0.147320143884892,0.1379367934224048,0.1573869475847893,100
HMM_static,0.0599999999999999,40,prior,15,30,22.5,0.0971223021582733,0.1108157759506679,0.1036067574511819,0.1172308581706063,100
HMM_static,0.0599999999999999,40,prior,30,45,37.5,0.074640287769784,0.0714748201438848,0.0660264645426515,0.0790274922918807,100
HMM_static,0.0599999999999999,40,prior,45,60,52.5,0.0598663926002055,0.0470799075025693,0.0424556783144912,0.0517857142857141,100
HMM_static,0.0599999999999999,40,prior,60,75,67.5,0.039825282631038,0.0334982014388489,0.0298657502569373,0.0377697841726618,100
HMM_static,0.0599999999999999,40,prior,75,90,82.5,0.0303186022610483,0.0251284686536485,0.021968139773895,0.029695529290853,100
HMM_static,0.0599999999999999,40,prior,90,105,97.5,0.0140030832476875,0.0184532374100719,0.0152203237410071,0.0219071171634121,100
HMM_static,0.0599999999999999,40,prior,105,120,112.5,0.0088643371017471,0.0141469681397738,0.0116906474820143,0.0167683710174716,100
HMM_static,0.0599999999999999,40,prior,120,135,127.5,0.0042394655704007,0.0106808838643371,0.0080871017471736,0.0129753340184994,100
HMM_static,0.0599999999999999,40,prior,135,150,142.5,0.0046248715313463,0.0082412641315518,0.0062275179856114,0.0098985097636175,100
HMM_static,0.0599999999999999,40,prior,150,165,157.5,0.0059095580678313,0.0072006680369988,0.0054567060637204,0.0094456577595065,100
HMM_static,0.0599999999999999,40,prior,165,180,172.5,0.0053956834532373,0.0065352004110996,0.0048753854059608,0.008093525179856,100
HMM_static,0.0599999999999999,40,stimulus,-180,-165,-172.5,0.0051387461459403,0.0051760020554984,0.0037255909558066,0.0066193473792393,100
HMM_static,0.0599999999999999,40,stimulus,-165,-150,-157.5,0.0061664953751283,0.0057592497430626,0.0041045734840698,0.0077081192189105,100
HMM_static,0.0599999999999999,40,stimulus,-150,-135,-142.5,0.0073227132579649,0.0062345837615621,0.0046248715313463,0.0077755652620759,100
HMM_static,0.0599999999999999,40,stimulus,-135,-120,-127.5,0.0066803699897225,0.0081539054470709,0.0063495632065774,0.0102774922918806,100
HMM_static,0.0599999999999999,40,stimulus,-120,-105,-112.5,0.0128468653648509,0.0112602774922918,0.0088579136690646,0.0133061408016443,100
HMM_static,0.0599999999999999,40,stimulus,-105,-90,-97.5,0.0116906474820143,0.0171916752312435,0.0145169578622816,0.0203044707091468,100
HMM_static,0.0599999999999999,40,stimulus,-90,-75,-82.5,0.0231243576567316,0.0275372559095579,0.0239497687564233,0.0310283915724563,100
HMM_static,0.0599999999999999,40,stimulus,-75,-60,-67.5,0.0295477903391572,0.0426464542651592,0.0378918293936279,0.0471544193216855,100
HMM_static,0.0599999999999999,40,stimulus,-60,-45,-52.5,0.0513874614594038,0.0629534943473791,0.0578719167523124,0.0671473535457347,100
HMM_static,0.0599999999999999,40,stimulus,-45,-30,-37.5,0.0817060637204521,0.0860919835560123,0.081192189105858,0.0916655960945528,100
HMM_static,0.0599999999999999,40,stimulus,-30,-15,-22.5,0.1139516957862281,0.1070914696813977,0.1000096351490236,0.114417394655704,100
HMM_static,0.0599999999999999,40,stimulus,-15,0,-7.5,0.1329650565262076,0.120082219938335,0.1140062949640287,0.1279258735868447,100
HMM_static,0.0599999999999999,40,stimulus,0,15,7.5,0.1375899280575539,0.1196300102774923,0.1142439619732785,0.1248105087358683,100
HMM_static,0.0599999999999999,40,stimulus,15,30,22.5,0.1122816032887974,0.1071390030832477,0.1007676002055498,0.1138906731757451,100
HMM_static,0.0599999999999999,40,stimulus,30,45,37.5,0.092497430626927,0.0863155190133606,0.0807393371017471,0.0941065005138746,100
HMM_static,0.0599999999999999,40,stimulus,45,60,52.5,0.0578108941418293,0.063180883864337,0.0580678314491264,0.0684191932168549,100
HMM_static,0.0599999999999999,40,stimulus,60,75,67.5,0.0411099691675231,0.0428404419321685,0.0380074511819116,0.0469649280575539,100
HMM_static,0.0599999999999999,40,stimulus,75,90,82.5,0.0226104830421377,0.0270285200411099,0.0231853802672148,0.0311568602261048,100
HMM_static,0.0599999999999999,40,stimulus,90,105,97.5,0.0186279547790338,0.017367677286742,0.0146325796505652,0.020818345323741,100
HMM_static,0.0599999999999999,40,stimulus,105,120,112.5,0.0107913669064748,0.0110996916752311,0.0088643371017471,0.0131038026721478,100
HMM_static,0.0599999999999999,40,stimulus,120,135,127.5,0.0088643371017471,0.0080215827338129,0.0061664953751283,0.0100880010277492,100
HMM_static,0.0599999999999999,40,stimulus,135,150,142.5,0.0050102774922917,0.0063052415210687,0.0043679342240493,0.0082284172661869,100
HMM_static,0.0599999999999999,40,stimulus,150,165,157.5,0.0043679342240493,0.0057438335046247,0.0039150822199382,0.0072616906474819,100
HMM_static,0.0599999999999999,40,stimulus,165,180,172.5,0.0059095580678313,0.0051490236382321,0.0036581449126413,0.0066193473792393,100
HMM_static,0.0599999999999999,80,prior,-180,-165,-172.5,0.0243053471763787,0.0152151473324131,0.0133199303846846,0.0174038288423453,100
HMM_static,0.0599999999999999,80,prior,-165,-150,-157.5,0.0211246474224329,0.0161093440556921,0.0141826201764387,0.0177354017883934,100
HMM_static,0.0599999999999999,80,prior,-150,-135,-142.5,0.0244253735821879,0.017878533277321,0.0161690571925823,0.0198193602592569,100
HMM_static,0.0599999999999999,80,prior,-135,-120,-127.5,0.0255656244373762,0.0203750825181539,0.0178524275340574,0.0226564844265738,100
HMM_static,0.0599999999999999,80,prior,-120,-105,-112.5,0.03324731440917,0.0235215747464442,0.0216332593170497,0.0258656904518994,100
HMM_static,0.0599999999999999,80,prior,-105,-90,-97.5,0.0362479745544019,0.0280615735461801,0.0256226369801355,0.0309128008161795,100
HMM_static,0.0599999999999999,80,prior,-90,-75,-82.5,0.0367880933805437,0.0343959671127647,0.0314949288843544,0.036759587109164,100
HMM_static,0.0599999999999999,80,prior,-75,-60,-67.5,0.0379283442357317,0.0431933025265558,0.0404173918262017,0.046373702214487,100
HMM_static,0.0599999999999999,80,prior,-60,-45,-52.5,0.0330072615975514,0.05533037268199,0.0522564964292144,0.0586073936265978,100
HMM_static,0.0599999999999999,80,prior,-45,-30,-37.5,0.0397887535257756,0.0697569465282362,0.0657504651023225,0.0736797095360978,100
HMM_static,0.0599999999999999,80,prior,-30,-15,-22.5,0.0646342195282962,0.0844361759587109,0.0801431314889275,0.0883109284042488,100
HMM_static,0.0599999999999999,80,prior,-15,0,-7.5,0.122186881113845,0.0929820560523314,0.086966632659185,0.0984531596951328,100
HMM_static,0.0599999999999999,80,prior,0,15,7.5,0.0978215207345616,0.0930684750645141,0.0871931825001499,0.0974329352457539,100
HMM_static,0.0599999999999999,80,prior,15,30,22.5,0.0664346156154354,0.0843779631518934,0.0796030126627857,0.0886395006901518,100
HMM_static,0.0599999999999999,80,prior,30,45,37.5,0.0529916581647962,0.0695517013743023,0.0653828842345316,0.073519174218328,100
HMM_static,0.0599999999999999,80,prior,45,60,52.5,0.0474104302946648,0.0553561783592389,0.0516683670407488,0.0591820200444097,100
HMM_static,0.0599999999999999,80,prior,60,75,67.5,0.0472904038888554,0.0428662305707255,0.039451179259437,0.0458020764568203,100
HMM_static,0.0599999999999999,80,prior,75,90,82.5,0.0481305887295203,0.0341967232791213,0.0317439836764088,0.0371796795294963,100
HMM_static,0.0599999999999999,80,prior,90,105,97.5,0.035407789713737,0.0278215207345616,0.0252280501710375,0.030312668787133,100
HMM_static,0.0599999999999999,80,prior,105,120,112.5,0.0253255716257576,0.0233991478125187,0.0211501530336674,0.0252370521514732,100
HMM_static,0.0599999999999999,80,prior,120,135,127.5,0.018424053291724,0.0198097581467922,0.017943947668487,0.0216077537058151,100
HMM_static,0.0599999999999999,80,prior,135,150,142.5,0.0190841985236752,0.0173846246174158,0.0154744043689611,0.0192672387925343,100
HMM_static,0.0599999999999999,80,prior,150,165,157.5,0.0204645021904819,0.0158878953369741,0.0144031686971133,0.0177669087199183,100
HMM_static,0.0599999999999999,80,prior,165,180,172.5,0.0219648322630978,0.0150237052151472,0.0127197983556382,0.0172868030966812,100
HMM_static,0.0599999999999999,80,stimulus,-180,-165,-172.5,0.0161435515813477,0.0117331812998859,0.0104392966452619,0.0129973594190721,100
HMM_static,0.0599999999999999,80,stimulus,-165,-150,-157.5,0.0139230630738762,0.0124269339254635,0.010590829982596,0.0142891436115945,100
HMM_static,0.0599999999999999,80,stimulus,-150,-135,-142.5,0.0144031686971133,0.0141763187901338,0.0121796795294964,0.0162065654443976,100
HMM_static,0.0599999999999999,80,stimulus,-135,-120,-127.5,0.0167436836103941,0.0169987397227389,0.0153033667406828,0.0187556262377722,100
HMM_static,0.0599999999999999,80,stimulus,-120,-105,-112.5,0.0166836704074895,0.0210052211486526,0.0189641721178658,0.0233826441817199,100
HMM_static,0.0599999999999999,80,stimulus,-105,-90,-97.5,0.0204645021904819,0.0266548640700953,0.0239422672988056,0.0288783532377122,100
HMM_static,0.0599999999999999,80,stimulus,-90,-75,-82.5,0.0304266938726519,0.0346702274500389,0.0320035407789713,0.0373627197983555,100
HMM_static,0.0599999999999999,80,stimulus,-75,-60,-67.5,0.0351077236992137,0.0454876072736001,0.0429064394166715,0.0489422672988057,100
HMM_static,0.0599999999999999,80,stimulus,-60,-45,-52.5,0.052511552541559,0.0592534357558663,0.055731260877393,0.063126387805317,100
HMM_static,0.0599999999999999,80,stimulus,-45,-30,-37.5,0.0692552361519534,0.0737700294064694,0.0701524335353777,0.0775970713556981,100
HMM_static,0.0599999999999999,80,stimulus,-30,-15,-22.5,0.0930204645021903,0.0872423933265318,0.0835668847146372,0.0919207225589629,100
HMM_static,0.0599999999999999,80,stimulus,-15,0,-7.5,0.1098241613154894,0.0955254155914301,0.0912050651143251,0.099593410550321,100
HMM_static,0.0599999999999999,80,stimulus,0,15,7.5,0.1137850327071955,0.0955944307747703,0.091268078977375,0.1001800396087139,100
HMM_static,0.0599999999999999,80,stimulus,15,30,22.5,0.0935005701254275,0.0875928704314948,0.0834003480765768,0.0920947608473863,100
HMM_static,0.0599999999999999,80,stimulus,30,45,37.5,0.0730960811378502,0.0741163055872291,0.0695463001860408,0.0778371241673168,100
HMM_static,0.0599999999999999,80,stimulus,45,60,52.5,0.0499909980195643,0.0588951569345255,0.0556172357918741,0.0617850927203984,100
HMM_static,0.0599999999999999,80,stimulus,60,75,67.5,0.0395487007141571,0.0457540658944967,0.0419027185980914,0.0492108263818039,100
HMM_static,0.0599999999999999,80,stimulus,75,90,82.5,0.0290463902058452,0.0347674488387444,0.0320725559623116,0.0373657204585007,100
HMM_static,0.0599999999999999,80,stimulus,90,105,97.5,0.0253255716257576,0.0269525295565023,0.0248424653423752,0.0291124047290402,100
HMM_static,0.0599999999999999,80,stimulus,105,120,112.5,0.0195042909440075,0.021231470923603,0.0191232071055632,0.0234051491328092,100
HMM_static,0.0599999999999999,80,stimulus,120,135,127.5,0.0195042909440075,0.0172399927984156,0.0153603792834423,0.0192072255896297,100
HMM_static,0.0599999999999999,80,stimulus,135,150,142.5,0.0153033667406828,0.0146048130588729,0.0128428254215927,0.0158749924983495,100
HMM_static,0.0599999999999999,80,stimulus,150,165,157.5,0.0159034987697293,0.0126057732701194,0.0110079217427833,0.0145321970833583,100
HMM_static,0.0599999999999999,80,stimulus,165,180,172.5,0.0169837364220127,0.0117007741703174,0.0101707375622635,0.0133349336854107,100
HMM_static,0.12,10,prior,-180,-165,-172.5,0.0014295925661186,0.0030021443888491,0.0018718727662616,0.0044674767691207,100
HMM_static,0.12,10,prior,-165,-150,-157.5,0.0021443888491779,0.0030092923516796,0.0016931736954967,0.0045612937812722,100
HMM_static,0.12,10,prior,-150,-135,-142.5,0.0012508934953538,0.0029538956397425,0.0017869907076483,0.0044674767691207,100
HMM_static,0.12,10,prior,-135,-120,-127.5,0.0023230879199428,0.0029914224446031,0.0016931736954967,0.0043825947105075,100
HMM_static,0.12,10,prior,-120,-105,-112.5,0.0014295925661186,0.0032684060042887,0.0018718727662616,0.0048248749106504,100
HMM_static,0.12,10,prior,-105,-90,-97.5,0.0039313795568262,0.0036722659042171,0.0023230879199428,0.0052760900643315,100
HMM_static,0.12,10,prior,-90,-75,-82.5,0.0044674767691207,0.005543245175125,0.0033014653323802,0.0078627591136525,100
HMM_static,0.12,10,prior,-75,-60,-67.5,0.0057183702644745,0.0110078627591136,0.0087473195139384,0.0134962473195139,100
HMM_static,0.12,10,prior,-60,-45,-52.5,0.0085775553967119,0.025441386704789,0.021528770550393,0.0293245175125089,100
HMM_static,0.12,10,prior,-45,-30,-37.5,0.0282344531808433,0.0545782701929949,0.0479672980700499,0.0613027162258756,100
HMM_static,0.12,10,prior,-30,-15,-22.5,0.0918513223731236,0.1254664045746962,0.1162303431022158,0.1341270550393138,100
HMM_static,0.12,10,prior,-15,0,-7.5,0.3536454610436025,0.2578466761972838,0.2447998570407433,0.2761392065761256,100
