row_index,seq_id,subject_id,session_id,run_id,trial_index,estimate_deg,motion_direction,motion_coherence,prior_std,prior_mean,p_sensory,p_prior,p_lapse,state_map
27570,129,4,2,9,18,210.70470533461344,185,0.12,20,225,0.9347115901406142,0.0575528824754345,0.0077355273839513,S_sensory
27571,129,4,2,9,19,210.70470533461344,235,0.06,20,225,0.913506370274786,0.0779719980722063,0.0085216316530075,S_sensory
27572,129,4,2,9,20,192.3700558904271,215,0.06,20,225,0.9133835634238336,0.0792407666349194,0.0073756699412471,S_sensory
27573,129,4,2,9,21,215.28836769566004,225,0.24,20,225,0.9042840912635528,0.0926814053323473,0.0030345034040998,S_sensory
27574,129,4,2,9,22,201.5373806125203,225,0.06,20,225,0.8881546706531969,0.1047313727765379,0.0071139565702652,S_sensory
27575,129,4,2,9,23,229.03935477879983,215,0.06,20,225,0.8818583182367845,0.1106876654396937,0.0074540163235217,S_sensory
27576,129,4,2,9,24,201.5373806125203,185,0.06,20,225,0.9021981002309686,0.0906902635662059,0.0071116362028254,S_sensory
27577,129,4,2,9,25,206.1210429735669,205,0.12,20,225,0.9304132755430669,0.0648548091868486,0.0047319152700844,S_sensory
27578,129,4,2,9,26,274.8759783892657,235,0.12,20,225,0.9471327919277396,0.0419893693475796,0.0108778387246807,S_sensory
27579,129,4,2,9,27,233.6230171398464,225,0.06,20,225,0.9261201801506872,0.0660956159465406,0.0077842039027723,S_sensory
27580,129,4,2,9,28,210.70470533461344,225,0.12,20,225,0.926549004489215,0.0684625727520938,0.0049884227586912,S_sensory
27581,129,4,2,9,29,219.87203005670656,245,0.06,20,225,0.9279917572682784,0.0648005295847303,0.0072077131469911,S_sensory
27582,129,4,2,9,30,196.95371825147373,205,0.12,20,225,0.9652442865941916,0.0305722642398821,0.0041834491659264,S_sensory
27583,129,4,2,9,31,196.95371825147373,185,0.12,20,225,0.9774995061363816,0.0172863932976166,0.0052141005660015,S_sensory
27584,129,4,2,9,32,196.95371825147373,245,0.06,20,225,0.9742785850908368,0.0124559109857752,0.0132655039233878,S_sensory
27585,129,4,2,9,33,270.29231602821915,255,0.06,20,225,0.9843791088488734,0.0038940257501529,0.0117268654009736,S_sensory
27586,129,4,2,9,34,224.4556924177532,245,0.06,20,225,0.9767456602691976,0.0071080735047915,0.0161462662260106,S_sensory
27587,129,4,2,9,35,274.8759783892657,195,0.06,20,225,0.9648946346145838,0.0016904417736374,0.0334149236117788,S_sensory
27588,129,4,2,9,36,196.95371825147373,205,0.06,20,225,0.9838204577301952,0.0015942911180677,0.014585251151737,S_sensory
27589,129,4,2,9,37,187.78639352938055,205,0.12,20,225,0.9893202395936804,0.0005259344150832,0.0101538259912363,S_sensory
27590,129,4,2,9,38,187.78639352938055,245,0.06,20,225,0.9741622843238718,0.0006481308752605,0.0251895848008676,S_sensory
27591,129,4,2,9,39,288.6269654724054,245,0.12,20,225,0.9683039386222034,8.774917951016522e-06,0.0316872864598454,S_sensory
27592,129,4,2,9,40,164.8680817241476,225,0.06,20,225,0.964941957701182,1.1445880429404534e-05,0.0350465964183885,S_sensory
27593,129,4,2,9,41,137.36610755786802,195,0.06,20,225,0.9693655863396328,3.7864527829539193e-07,0.0306340350150888,S_sensory
27594,129,4,2,9,42,215.28836769566004,265,0.06,20,225,0.9700917210311176,0.0096577308508224,0.0202505481180598,S_sensory
27595,129,4,2,9,43,206.1210429735669,215,0.12,20,225,0.9870308589473746,0.0065266139524017,0.0064425271002235,S_sensory
27596,129,4,2,9,44,261.12499130612593,235,0.12,20,225,0.9915744486384364,0.0021582198408263,0.0062673315207372,S_sensory
27597,129,4,2,9,45,192.3700558904271,205,0.12,20,225,0.9941615036509488,0.0013264650476961,0.0045120313013549,S_sensory
27598,129,4,2,9,46,242.7903418619395,225,0.12,20,225,0.9928686595800028,0.001892687117448,0.0052386533025491,S_sensory
27599,129,4,2,9,47,274.8759783892657,275,0.06,20,225,0.991500814152954,0.0001434115907527,0.0083557742562933,S_sensory
27600,129,4,2,9,48,261.12499130612593,215,0.06,20,225,0.9871715367149982,0.0005623190316885,0.012266144253313,S_sensory
27601,129,4,2,9,49,187.78639352938055,195,0.12,20,225,0.9934499302833956,0.000269971556694,0.0062800981599103,S_sensory
27602,129,4,2,9,50,265.70865366717254,225,0.06,20,225,0.9867909804499831,0.0004963204115337,0.012712699138483,S_sensory
27603,129,4,2,9,51,196.95371825147373,235,0.06,20,225,0.9849715943571692,0.0012213208977544,0.0138070847450762,S_sensory
27604,129,4,2,9,52,284.04330311135885,245,0.12,20,225,0.9872906744164316,7.276403172486404e-05,0.0126365615518433,S_sensory
27605,129,4,2,9,53,215.28836769566004,225,0.24,20,225,0.9939914235481724,0.0021778589836309,0.0038307174681965,S_sensory
27606,129,4,2,9,54,251.9576665840328,225,0.12,20,225,0.9901918552912234,0.0024131883484083,0.0073949563603682,S_sensory
27607,129,4,2,9,55,192.3700558904271,235,0.06,20,225,0.986410134190124,0.0017545700957912,0.0118352957140846,S_sensory
27608,129,4,2,9,56,265.70865366717254,235,0.12,20,225,0.9912703302720898,0.0003920540251158,0.0083376157027943,S_sensory
27609,129,4,2,9,57,270.29231602821915,265,0.24,20,225,0.9967214480088732,3.40872475154231e-05,0.0032444647436114,S_sensory
27610,129,4,2,9,58,274.8759783892657,245,0.06,20,225,0.989642189007918,5.5115932401529714e-05,0.0103026950596803,S_sensory
27611,129,4,2,9,59,183.20273116833397,225,0.12,20,225,0.9846628741709382,0.0003149347602019,0.0150221910688597,S_sensory
27612,129,4,2,9,60,192.3700558904271,215,0.24,20,225,0.9905977475780348,0.0004573845134913,0.0089448679084736,S_sensory
27613,129,4,2,9,61,279.45964075031225,255,0.12,20,225,0.992257249042374,2.329929434776832e-05,0.0077194516632784,S_sensory
27614,129,4,2,9,62,265.70865366717254,235,0.06,20,225,0.9889574153028255,0.0002811845409724,0.010761400156202,S_sensory
27615,129,4,2,9,63,187.78639352938055,185,0.06,20,225,0.9879678605449712,0.0006744865171854,0.0113576529378434,S_sensory
27616,129,4,2,9,64,196.95371825147373,255,0.06,20,225,0.9788252587588732,0.0019159210948041,0.0192588201463225,S_sensory
27617,129,4,2,9,65,279.45964075031225,255,0.12,20,225,0.98663247747239,0.0001013304249762,0.0132661921026334,S_sensory
27618,129,4,2,9,66,210.70470533461344,235,0.12,20,225,0.9730754628731764,0.0017988384757621,0.0251256986510616,S_sensory
27619,129,4,2,9,67,288.6269654724054,245,0.06,20,225,0.9076795281420268,0.0003262412209936,0.0919942306369797,S_sensory
27620,129,4,2,9,68,196.95371825147373,215,0.06,20,225,0.7202404006588504,0.0266491092686242,0.2531104900725255,S_sensory
27621,129,4,2,9,69,187.78639352938055,255,0.24,20,225,0.0604128913080559,0.061458940253361,0.8781281684385829,L_lapse
27622,129,4,2,9,70,196.95371825147373,205,0.06,20,225,0.6937624131879848,0.0254128610884341,0.2808247257235808,S_sensory
27623,129,4,2,9,71,288.6269654724054,245,0.06,20,225,0.8567564707694614,0.0001417489987685,0.1431017802317701,S_sensory
27624,129,4,2,9,72,183.20273116833397,245,0.06,20,225,0.8994501095145652,0.0002710281134896,0.1002788623719452,S_sensory
27625,129,4,2,9,73,141.94976991891463,205,0.06,20,225,0.9278633195513426,1.2777903309500418e-07,0.0721365526696241,S_sensory
27626,129,4,2,9,74,293.21062783345207,235,0.06,20,225,0.953057014743929,1.33200221035738e-05,0.0469296652339673,S_sensory
27627,129,4,2,9,75,174.0354064462408,215,0.12,20,225,0.9702245461703872,0.0049076294475599,0.0248678243820527,S_sensory
27628,129,4,2,9,76,256.54132894507933,235,0.06,20,225,0.8866365790733495,0.1034518606617425,0.009911560264908,S_sensory
27629,129,4,2,9,77,224.4556924177532,225,0.06,20,225,0.7040835552803721,0.290549673154505,0.0053667715651227,S_sensory
27630,129,4,2,9,78,201.5373806125203,215,0.24,20,225,0.6495865493427357,0.3483366705076584,0.0020767801496058,S_sensory
27631,129,4,2,9,79,206.1210429735669,235,0.12,20,225,0.5281628037313092,0.4682504554970145,0.0035867407716763,S_sensory
27632,129,4,2,9,80,215.28836769566004,235,0.06,20,225,0.4515949704980066,0.5432037211896705,0.0052013083123228,P_prior
27633,129,4,2,9,81,192.3700558904271,225,0.24,20,225,0.4282561386554576,0.5623423980343224,0.00940146331022,P_prior
27634,129,4,2,9,82,233.6230171398464,215,0.06,20,225,0.4188790286971806,0.5762149427884122,0.0049060285144072,P_prior
27635,129,4,2,9,83,242.7903418619395,245,0.12,20,225,0.4406294395788859,0.5563546856126673,0.0030158748084468,P_prior
27636,129,4,2,9,84,270.29231602821915,195,0.06,20,225,0.4509272826201453,0.5398774476532809,0.0091952697265738,P_prior
27637,129,4,2,9,85,215.28836769566004,205,0.12,20,225,0.42778812370813,0.5694044843116045,0.0028073919802655,P_prior
27638,129,4,2,9,86,219.87203005670656,235,0.06,20,225,0.4132906784283891,0.5838207634421843,0.0028885581294265,P_prior
27639,129,4,2,9,87,201.5373806125203,215,0.24,20,225,0.4366465690660244,0.5619056459050585,0.001447785028917,P_prior
27640,129,4,2,9,88,215.28836769566004,215,0.06,20,225,0.434561881927322,0.5629479007812195,0.0024902172914586,P_prior
27641,129,4,2,9,89,242.7903418619395,255,0.24,20,225,0.4675803387475791,0.5311928252104943,0.0012268360419266,P_prior
27642,129,4,2,9,90,206.1210429735669,215,0.24,20,225,0.4867899251336842,0.5120852751600322,0.0011247997062835,P_prior
27643,129,4,2,9,91,206.1210429735669,235,0.12,20,225,0.4866287509891267,0.5107144529181818,0.0026567960926915,P_prior
27644,129,4,2,9,92,265.70865366717254,265,0.12,20,225,0.5037696261345864,0.4949569710958832,0.0012734027695303,S_sensory
27645,129,4,2,9,93,233.6230171398464,225,0.24,20,225,0.3857024193978663,0.6137016724796703,0.0005959081224633,P_prior
27646,129,4,2,9,94,229.03935477879983,225,0.12,20,225,0.2656041593720254,0.7337583190018094,0.0006375216261651,P_prior
27647,129,4,2,9,95,215.28836769566004,195,0.12,20,225,0.1941905685503765,0.8051596200225769,0.0006498114270464,P_prior
27648,129,4,2,9,96,206.1210429735669,205,0.24,20,225,0.1590707913352029,0.840739219927713,0.000189988737084,P_prior
27649,129,4,2,9,97,206.1210429735669,235,0.24,20,225,0.0800999363894517,0.9193277206571512,0.0005723429533969,P_prior
27650,129,4,2,9,98,229.03935477879983,225,0.06,20,225,0.0530115380307797,0.9466459687291402,0.0003424932400799,P_prior
27651,129,4,2,9,99,219.87203005670656,205,0.12,20,225,0.0471526009942833,0.952643582208212,0.0002038167975047,P_prior
27652,129,4,2,9,100,210.70470533461344,225,0.06,20,225,0.0479367493419531,0.951768332682164,0.0002949179758828,P_prior
27653,129,4,2,9,101,219.87203005670656,195,0.12,20,225,0.0585783615402765,0.9411200109369564,0.0003016275227669,P_prior
27654,129,4,2,9,102,219.87203005670656,225,0.06,20,225,0.0903825465193056,0.909177096787008,0.0004403566936862,P_prior
27655,129,4,2,9,103,206.1210429735669,205,0.06,20,225,0.1872014608271884,0.8121122022567979,0.0006863369160138,P_prior
27656,129,4,2,9,104,187.78639352938055,215,0.12,20,225,0.3376602758308513,0.661149605729006,0.0011901184401427,P_prior
27657,129,4,2,9,105,206.1210429735669,205,0.12,20,225,0.3637245568200976,0.6346938666478565,0.0015815765320456,P_prior
27658,129,4,2,9,106,201.5373806125203,205,0.06,20,225,0.3801929227319716,0.6148683459628749,0.0049387313051533,P_prior
27659,129,4,2,9,107,206.1210429735669,255,0.06,20,225,0.3917811124909108,0.593291129851652,0.0149277576574371,P_prior
27660,129,4,2,9,108,183.20273116833397,245,0.12,20,225,0.4475444972030557,0.5191745866927457,0.0332809161041985,P_prior
27661,129,4,2,9,109,233.6230171398464,215,0.06,20,225,0.5208030942107369,0.4573980358750903,0.0217988699141728,S_sensory
27662,129,4,2,9,110,196.95371825147373,255,0.06,20,225,0.6900622836310936,0.2744012163582565,0.0355365000106499,S_sensory
27663,129,4,2,9,111,146.5334322799614,205,0.06,20,225,0.9307029893069676,0.0034497909710808,0.0658472197219513,S_sensory
27664,129,4,2,9,112,247.3740042229861,175,0.12,20,225,0.8193749916553038,0.0443124452145873,0.1363125631301089,S_sensory
27665,129,4,2,9,113,242.7903418619395,215,0.12,20,225,0.9302414862082165,0.0297383724639526,0.0400201413278308,S_sensory
27666,129,4,2,9,114,183.20273116833397,205,0.24,20,225,0.9768277935765792,0.0029757274181393,0.0201964790052813,S_sensory
27667,129,4,2,9,115,174.0354064462408,215,0.06,20,225,0.9682445506955736,0.0001566159669269,0.0315988333374994,S_sensory
27668,129,4,2,9,116,114.4477957526351,215,0.06,20,225,0.940139185528706,3.0971047012361524e-08,0.0598607835002468,S_sensory
27669,129,4,2,9,117,219.87203005670656,235,0.12,20,225,0.9551108036065749,0.0306181893543445,0.0142710070390806,S_sensory
27670,129,4,2,9,118,201.5373806125203,215,0.06,20,225,0.9447650182255076,0.0450160545118219,0.0102189272626703,S_sensory
27671,129,4,2,9,119,215.28836769566004,245,0.06,20,225,0.9339343299220424,0.0555873862195828,0.0104782838583749,S_sensory
27672,129,4,2,9,120,224.4556924177532,215,0.06,20,225,0.9433971724335248,0.0470579459585612,0.0095448816079138,S_sensory
27673,129,4,2,9,121,261.12499130612593,245,0.24,20,225,0.9804340735779894,0.0073390208686184,0.0122269055533921,S_sensory
27674,129,4,2,9,122,274.8759783892657,175,0.06,20,225,0.9374507983039922,0.00184152413528,0.0607076775607277,S_sensory
27675,129,4,2,9,123,178.61906880728736,195,0.06,20,225,0.9650694377474648,0.000319211624205,0.0346113506283299,S_sensory
27676,129,4,2,9,124,256.54132894507933,215,0.06,20,225,0.9529728647198644,0.0010573091189623,0.0459698261611732,S_sensory
27677,129,4,2,9,125,155.7007570020544,255,0.06,20,225,0.9139416676701062,0.0006933912051033,0.0853649411247904,S_sensory
27678,129,4,2,9,126,187.78639352938055,235,0.12,20,225,0.886935782882519,0.0617618550434136,0.0513023620740673,S_sensory
27679,129,4,2,9,127,242.7903418619395,205,0.06,20,225,0.8104821646756728,0.1669911210535455,0.0225267142707816,S_sensory
27680,129,4,2,9,128,238.20667950089307,225,0.06,20,225,0.7796605618328959,0.2094493580571052,0.0108900801099988,S_sensory
27681,129,4,2,9,129,210.70470533461344,235,0.06,20,225,0.7702837373507542,0.2210749507401118,0.0086413119091339,S_sensory
27682,129,4,2,9,130,247.3740042229861,225,0.06,20,225,0.783858017370776,0.2084427407020322,0.0076992419271917,S_sensory
27683,129,4,2,9,131,183.20273116833397,215,0.06,20,225,0.8075644817676444,0.1855999591150284,0.0068355591173271,S_sensory
27684,129,4,2,9,132,251.9576665840328,245,0.24,20,225,0.7856729566559725,0.2125697747371162,0.0017572686069112,S_sensory
27685,129,4,2,9,133,247.3740042229861,255,0.12,20,225,0.6719969138543738,0.3262601297016917,0.0017429564439343,S_sensory
27686,129,4,2,9,134,238.20667950089307,255,0.12,20,225,0.5043834957825373,0.4939620097356249,0.0016544944818377,S_sensory
27687,129,4,2,9,135,247.3740042229861,225,0.12,20,225,0.3930254204969268,0.6055861990667326,0.0013883804363406,P_prior
27688,129,4,2,9,136,247.3740042229861,245,0.06,20,225,0.2735770541580628,0.725398025662414,0.0010249201795232,P_prior
27689,129,4,2,9,137,224.4556924177532,225,0.24,20,225,0.1733696768226445,0.8264739290749423,0.0001563941024132,P_prior
27690,129,4,2,9,138,229.03935477879983,205,0.06,20,225,0.0685204435597372,0.9312118931227772,0.0002676633174853,P_prior
27691,129,4,2,9,139,206.1210429735669,225,0.06,20,225,0.0391741065851523,0.9606519500669642,0.0001739433478833,P_prior
27692,129,4,2,9,140,219.87203005670656,195,0.06,20,225,0.0218063603232062,0.9780453509475284,0.0001482887292652,P_prior
27693,129,4,2,9,141,219.87203005670656,235,0.06,20,225,0.0188655518174656,0.9810045639165328,0.0001298842660012,P_prior
27694,129,4,2,9,142,210.70470533461344,195,0.06,20,225,0.024184758483562,0.975678589445729,0.0001366520707088,P_prior
27695,129,4,2,9,143,233.6230171398464,235,0.06,20,225,0.0383794311635143,0.9614579693069236,0.0001625995295619,P_prior
27696,129,4,2,9,144,224.4556924177532,215,0.12,20,225,0.0783332255386612,0.92148985568549,0.0001769187758487,P_prior
27697,129,4,2,9,145,219.87203005670656,235,0.06,20,225,0.1496459354635578,0.8497437907281832,0.0006102738082588,P_prior
27698,129,4,2,9,146,210.70470533461344,225,0.06,20,225,0.3730630598487792,0.6255977491663254,0.0013391909848953,P_prior
27699,129,4,2,9,147,293.21062783345207,245,0.06,20,225,0.8614297041791611,0.1348524955555607,0.0037178002652783,S_sensory
27700,129,4,2,9,148,238.20667950089307,235,0.12,20,225,0.7433559397342422,0.2543735369259818,0.0022705233397759,S_sensory
27701,129,4,2,9,149,224.4556924177532,235,0.24,20,225,0.647421868350369,0.3511078373015985,0.0014702943480323,S_sensory
27702,129,4,2,9,150,242.7903418619395,225,0.24,20,225,0.569993863176816,0.4278392242371115,0.0021669125860724,S_sensory
27703,129,4,2,9,151,242.7903418619395,215,0.06,20,225,0.4945733612915675,0.5013716207167056,0.0040550179917268,P_prior
27704,129,4,2,9,152,261.12499130612593,225,0.06,20,225,0.4635558763911037,0.532471468176559,0.0039726554323374,P_prior
27705,129,4,2,9,153,219.87203005670656,235,0.06,20,225,0.3665325926176265,0.6307928288787521,0.0026745785036212,P_prior
27706,129,4,2,9,154,215.28836769566004,225,0.24,20,225,0.3422039320699147,0.6567862983426135,0.0010097695874716,P_prior
27707,129,4,2,9,155,210.70470533461344,235,0.12,20,225,0.3141061996057784,0.6836781954505192,0.0022156049437023,P_prior
27708,129,4,2,9,156,206.1210429735669,245,0.12,20,225,0.3026725864308024,0.6923395249713702,0.0049878885978274,P_prior
27709,129,4,2,9,157,224.4556924177532,275,0.12,20,225,0.3176288553526073,0.6748999268208632,0.0074712178265295,P_prior
27710,129,4,2,9,158,251.9576665840328,245,0.12,20,225,0.5702695118734243,0.4276642656173093,0.0020662225092665,S_sensory
27711,129,4,2,9,159,247.3740042229861,235,0.24,20,225,0.6783230350211136,0.3198150721711142,0.0018618928077721,S_sensory
27712,129,4,2,9,160,242.7903418619395,215,0.06,20,225,0.728926684864595,0.2659986225729583,0.0050746925624467,S_sensory
27713,129,4,2,9,161,224.4556924177532,235,0.24,20,225,0.8470372013017269,0.1495075071140474,0.0034552915842255,S_sensory
27714,129,4,2,9,162,178.61906880728736,195,0.12,20,225,0.9779777831993596,0.0053895645687238,0.0166326522319166,S_sensory
27715,129,4,2,9,163,311.54527727763843,255,0.06,20,225,0.8985417588665252,2.344358543551305e-07,0.1014580066976204,S_sensory
27716,129,4,2,9,164,288.6269654724054,265,0.12,20,225,0.7558585415520721,1.520342398384382e-07,0.2441413064136879,S_sensory
27717,129,4,2,9,165,29.467537415430343,225,0.12,20,225,0.0082140934669447,2.704963865145995e-12,0.9917859065303504,L_lapse
27718,129,4,2,9,166,311.54527727763843,265,0.06,20,225,0.3671910900707546,2.9595382644873284e-10,0.6328089096332915,L_lapse
27719,129,4,2,9,167,293.21062783345207,235,0.06,20,225,0.487547011323386,2.6904866152835406e-06,0.5124502981899985,L_lapse
27720,129,4,2,9,168,160.28441936310105,235,0.12,20,225,0.5122258911887911,0.0011631148084777,0.486610994002731,S_sensory
27721,129,4,2,9,169,215.28836769566004,215,0.06,20,225,0.8481971586887206,0.0331014617075869,0.1187013796036924,S_sensory
27722,129,4,2,9,170,229.03935477879983,225,0.06,20,225,0.9153111106911896,0.0530603354158587,0.0316285538929519,S_sensory
27723,129,4,2,9,171,210.70470533461344,215,0.12,20,225,0.9374924487638068,0.0540707576842849,0.0084367935519083,S_sensory
27724,129,4,2,9,172,224.4556924177532,265,0.06,20,225,0.9386654993704376,0.0515642611658314,0.0097702394637307,S_sensory
27725,129,4,2,9,173,256.54132894507933,245,0.24,20,225,0.9854398861865872,0.0114994571578846,0.0030606566555281,S_sensory
27726,129,4,2,9,174,178.61906880728736,185,0.24,20,225,0.9941027942225515,0.0036530994210879,0.0022441063563604,S_sensory
27727,129,4,2,9,175,192.3700558904271,215,0.12,20,225,0.9743495271596886,0.0206985696600074,0.0049519031803039,S_sensory
27728,129,4,2,9,176,210.70470533461344,215,0.06,20,225,0.9220751758217232,0.0712929611152002,0.0066318630630765,S_sensory
27729,129,4,2,9,177,224.4556924177532,225,0.06,20,225,0.901235293337931,0.0922772227485603,0.0064874839135086,S_sensory
27730,129,4,2,9,178,206.1210429735669,225,0.12,20,225,0.9069013717833584,0.088723296071983,0.0043753321446584,S_sensory
27731,129,4,2,9,179,210.70470533461344,205,0.24,20,225,0.9158479246132823,0.0816930533240302,0.0024590220626873,S_sensory
27732,129,4,2,9,180,206.1210429735669,235,0.06,20,225,0.9131430966146684,0.0792012660560845,0.0076556373292468,S_sensory
27733,129,4,2,9,181,210.70470533461344,185,0.06,20,225,0.9299062545006472,0.0624342182210904,0.0076595272782623,S_sensory
27734,129,4,2,9,182,256.54132894507933,245,0.24,20,225,0.9840265511124844,0.0125656653452036,0.0034077835423121,S_sensory
27735,129,4,2,9,183,183.20273116833397,205,0.24,20,225,0.9900328089724386,0.0026613736630703,0.007305817364491,S_sensory
27736,129,4,2,9,184,192.3700558904271,235,0.12,20,225,0.9822375923156144,0.0027556616108993,0.0150067460734862,S_sensory
27737,129,4,2,9,185,261.12499130612593,245,0.06,20,225,0.988085033802444,0.0016191115982333,0.0102958545993225,S_sensory
27738,129,4,2,9,186,196.95371825147373,205,0.06,20,225,0.9897174540126964,0.0019216670296934,0.00836087895761,S_sensory
27739,129,4,2,9,187,183.20273116833397,195,0.12,20,225,0.9921837937364332,0.0012743547818399,0.0065418514817267,S_sensory
27740,129,4,2,9,188,196.95371825147373,255,0.06,20,225,0.97568670918262,0.0077480545937609,0.0165652362236191,S_sensory
27741,129,4,2,9,189,247.3740042229861,215,0.12,20,225,0.9794500292218572,0.0094129884982124,0.0111369822799301,S_sensory
27742,129,4,2,9,190,247.3740042229861,225,0.12,20,225,0.9852224502169054,0.0073207318564948,0.0074568179265998,S_sensory
27743,129,4,2,9,191,174.0354064462408,195,0.06,20,225,0.9864814879593627,0.0037661144912383,0.0097523975493988,S_sensory
27744,129,4,2,9,192,265.70865366717254,225,0.12,20,225,0.9627991532334208,0.0244786462735355,0.0127222004930435,S_sensory
27745,129,4,2,9,193,219.87203005670656,235,0.06,20,225,0.886287452169392,0.1058844718127887,0.0078280760178192,S_sensory
27746,129,4,2,9,194,265.70865366717254,245,0.12,20,225,0.8680873303207228,0.1282215794561143,0.0036910902231627,S_sensory
27747,129,4,2,9,195,238.20667950089307,215,0.12,20,225,0.6296659010327214,0.3674623297836039,0.0028717691836747,S_sensory
27748,129,4,2,9,196,247.3740042229861,235,0.06,20,225,0.4975820918477449,0.4999217183183477,0.0024961898339073,P_prior
27749,129,4,2,9,197,210.70470533461344,215,0.24,20,225,0.3929743730611412,0.6065163504445535,0.0005092764943051,P_prior
27750,129,4,2,9,198,210.70470533461344,215,0.12,20,225,0.2356822300584547,0.7639968164109334,0.0003209535306118,P_prior
27751,129,4,2,9,199,229.03935477879983,255,0.12,20,225,0.099251152387432,0.9004776148496995,0.0002712327628684,P_prior
27752,129,4,2,9,200,215.28836769566004,225,0.06,20,225,0.0485717967812727,0.95122173124874,0.0002064719699869,P_prior
27753,129,4,2,9,201,215.28836769566004,245,0.12,20,225,0.030048308503012,0.969797378598189,0.0001543128987987,P_prior
27754,129,4,2,9,202,206.1210429735669,225,0.12,20,225,0.024964327742401,0.9749582269569864,7.744530061248373e-05,P_prior
27755,129,4,2,9,203,224.4556924177532,235,0.12,20,225,0.0191286161854505,0.9808143611647878,5.702264976162815e-05,P_prior
27756,129,4,2,9,204,210.70470533461344,235,0.06,20,225,0.0170891756090622,0.9828110072363,9.9817154637659e-05,P_prior
27757,129,4,2,9,205,219.87203005670656,215,0.06,20,225,0.0206037682721444,0.979298584451188,9.764727666745598e-05,P_prior
27758,129,4,2,9,206,201.5373806125203,215,0.24,20,225,0.0359734700554002,0.9639641911631892,6.233878141047319e-05,P_prior
27759,129,4,2,9,207,196.95371825147373,205,0.06,20,225,0.039189245589984,0.9606336498134548,0.0001771045965613,P_prior
27760,129,4,2,9,208,196.95371825147373,215,0.06,20,225,0.0365181684157564,0.9632649951407952,0.0002168364434482,P_prior
27761,129,4,2,9,209,247.3740042229861,225,0.06,20,225,0.0284059544842464,0.9712744966515976,0.0003195488641557,P_prior
27762,129,4,2,9,210,196.95371825147373,235,0.24,20,225,0.0217910503478308,0.9774266675751812,0.000782282076988,P_prior
27763,129,4,2,9,211,224.4556924177532,225,0.12,20,225,0.0284705799635924,0.9713437994737208,0.0001856205626866,P_prior
27764,129,4,2,9,212,242.7903418619395,205,0.06,20,225,0.0395910783019044,0.960147527547448,0.0002613941506473,P_prior
27765,129,4,2,9,213,206.1210429735669,205,0.12,20,225,0.0691106167170151,0.930726589887876,0.0001627933951088,P_prior
27766,129,4,2,9,214,206.1210429735669,215,0.12,20,225,0.0919107491289229,0.9077473433366294,0.0003419075344476,P_prior
27767,129,4,2,9,215,206.1210429735669,205,0.06,20,225,0.1093432150533271,0.8892625864720028,0.0013941984746699,P_prior
