version,iteration,log_likelihood_before_m_step,log_likelihood_after_transition_update,log_likelihood_after_pi_update,log_likelihood_after_kappa_update,kappa_candidate_log_likelihood,final_iteration_log_likelihood,maximum_change_in_pi,maximum_change_in_transition,maximum_change_in_kappa,pi_step_delta,transition_step_delta,kappa_step_delta,first_decreasing_step,kappa_update_accepted,pi,transition_matrix,sensory_kappas,prior_kappas
fixed_kappa,110,-6106.11499565503,-6106.114966715832,-6106.114966715801,-6106.114966715801,-6106.114966715801,-6106.114966715801,1.5318495483196415e-07,5.693957487429291e-05,0.0,3.183231456205249e-11,2.8939197363797575e-05,0.0,none,True,"[0.22112926172314196, 0.7788706429823826, 9.529447544124619e-08]","[[0.898064698825088, 0.10193253392878011, 2.7672461319837133e-06], [0.05315244780360874, 0.9468475516705496, 5.258416291377252e-10], [0.9990605069195131, 0.0003586574995831013, 0.0005808355809038753]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,111,-6106.114966715801,-6106.114939532494,-6106.11493953246,-6106.11493953246,-6106.11493953246,-6106.11493953246,1.4389376734591508e-07,6.060932247875517e-05,0.0,3.3651303965598345e-11,2.718330688367132e-05,0.0,none,True,"[0.22112911783206546, 0.77887078687615, 9.52917845849676e-08]","[[0.8980645998858277, 0.10193280095491246, 2.599159259971506e-06], [0.053152580836214075, 0.9468474186379586, 5.258274903433623e-10], [0.9989998975970343, 0.0003818238382757282, 0.0006182785646900205]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,112,-6106.11493953246,-6106.114913998485,-6106.11491399845,-6106.11491399845,-6106.11491399845,-6106.11491399845,1.351660141590827e-07,6.451508008264994e-05,0.0,3.456079866737127e-11,2.5533975531288888e-05,0.0,none,True,"[0.2211289826688991, 0.7788709220421641, 9.528893681172982e-08]","[[0.8980645069466696, 0.10193305178386812, 2.441269462213917e-06], [0.05315270579942466, 0.946847293674763, 5.258125075575072e-10], [0.9989353825169517, 0.00040648678584335795, 0.0006581306972050114]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,113,-6106.11491399845,-6106.114890013711,-6106.114890013675,-6106.114890013675,-6106.114890013675,-6106.114890013675,1.2696755180563457e-07,6.867195877502397e-05,0.0,3.637978807091713e-11,2.3984738618310075e-05,0.0,none,True,"[0.22112885570436297, 0.7788710490097159, 9.528592112992494e-08]","[[0.8980644196438974, 0.10193328739800475, 2.2929580979311753e-06], [0.05315282318264308, 0.9468471762915603, 5.257966223758683e-10], [0.9988667105581767, 0.00043274306472510557, 0.0007005463770981807]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,114,-6106.114890013675,-6106.114867484157,-6106.114867484119,-6106.114867484119,-6106.114867484119,-6106.114867484119,1.1926630383296555e-07,7.309602817828775e-05,0.0,3.8198777474462986e-11,2.2529517991642933e-05,0.0,none,True,"[0.22112873644125425, 0.7788711682760198, 9.528272591201472e-08]","[[0.8980643376358132, 0.10193350872012372, 2.1536440631457615e-06], [0.05315293344560023, 0.9468470660286199, 5.257797728974335e-10], [0.9987936145299984, 0.0004606956531799878, 0.0007456898168215734]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,115,-6106.114867484119,-6106.114846321511,-6106.114846321471,-6106.114846321471,-6106.114846321471,-6106.114846321471,1.1203213357013908e-07,7.780437604876234e-05,0.0,4.001776687800884e-11,2.116260748152854e-05,0.0,none,True,"[0.2211286244125079, 0.7788712803081533, 9.527933885188181e-08]","[[0.898064260601415, 0.10193371661707244, 2.0227815126038877e-06], [0.053153037020153934, 0.9468469624540842, 5.257618934871297e-10], [0.9987158101539496, 0.0004904541905256038, 0.0007937356555249457]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,116,-6106.114846321471,-6106.114826442827,-6106.114826442786,-6106.114826442786,-6106.114826442786,-6106.114826442786,1.0523672766549197e-07,8.281517142061379e-05,0.0,4.092726157978177e-11,1.987864470720524e-05,0.0,none,True,"[0.22112851917937212, 0.778871385544881, 9.527574691990554e-08]","[[0.8980641882391445, 0.10193391190313557, 1.8998577200142744e-06], [0.053153134311975075, 0.9468468651622821, 5.257429145245603e-10], [0.998632994982529, 0.000522135408705423, 0.0008448696087656427]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,117,-6106.114826442786,-6106.114807770194,-6106.114807770151,-6106.114807770151,-6106.114807770151,-6106.114807770151,9.885348695171103e-08,8.814773147902688e-05,0.0,4.274625098332763e-11,1.8672591977519915e-05,0.0,none,True,"[0.22112842032969587, 0.778871484398368, 9.527193631563962e-08]","[[0.898064120265713, 0.10193409534321865, 1.7843910681989704e-06], [0.053153225702137624, 0.9468467737721395, 5.257227621378878e-10], [0.99854484725105, 0.0005558635919045964, 0.000899289157045332]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,118,-6106.114807770151,-6106.114790230422,-6106.114790230379,-6106.114790230379,-6106.114790230379,-6106.114790230379,9.285742363918104e-08,9.38225923652336e-05,0.0,4.274625098332763e-11,1.7539729014970362e-05,0.0,none,True,"[0.22112832747631583, 0.7788715772557916, 9.526789241795988e-08]","[[0.8980640564149939, 0.10193426765584483, 1.6759291612626072e-06], [0.053153311548604455, 0.9468466879256943, 5.257013579219071e-10], [0.9984510246586847, 0.0005917710660476377, 0.000957204275267484]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,119,-6106.114790230379,-6106.1147737547735,-6106.114773754727,-6106.114773754727,-6106.114773754727,-6106.114773754727,8.722506239511318e-08,9.986158410713042e-05,0.0,4.638422979041934e-11,1.6475605661980808e-05,0.0,none,True,"[0.22112824025554628, 0.778871664480854, 9.52635997325569e-08]","[[0.8980639964369902, 0.1019344295159584, 1.5740470513668974e-06], [0.05315339218763257, 0.9468466072866888, 5.256786186394051e-10], [0.9983511630745776, 0.0006299987201322242, 0.0010188382052903925]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,120,-6106.114773754727,-6106.11475827868,-6106.114758278629,-6106.114758278629,-6106.114758278629,-6106.114758278629,8.193435052650244e-08,0.00010628790988964631,0.0,5.093170329928398e-11,1.5476047337870114e-05,0.0,none,True,"[0.2211281583257536, 0.7788717464152045, 9.525904183663429e-08]","[[0.8980639400968536, 0.10193458155757311, 1.47834557314829e-06], [0.0531534679350851, 0.9468465315392603, 5.25654455904674e-10], [0.998244875164688, 0.000670696561482374, 0.0010844282738296787]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,121,-6106.114758278629,-6106.114743741487,-6106.114743741435,-6106.114743741435,-6106.114743741435,-6106.114743741435,7.696457182682082e-08,0.00011312622987025289,0.0,5.184119800105691e-11,1.4537142305925954e-05,0.0,none,True,"[0.2211280813660223, 0.7788718233797763, 9.525420132068535e-08]","[[0.8980638871739718, 0.10193472437624906, 1.388449779239965e-06], [0.05315353908766888, 0.9468464603867023, 5.256287758481466e-10], [0.9981317489348177, 0.0007140243071419346, 0.0011542267580404045]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,122,-6106.114743741435,-6106.114730086228,-6106.114730086172,-6106.114730086172,-6106.114730086172,-6106.114730086172,7.229626453053584e-08,0.0001204027497750948,0.0,5.547917680814862e-11,1.365520711260615e-05,0.0,none,True,"[0.2211280090748994, 0.7788718956760409, 9.524905972720986e-08]","[[0.8980638374611037, 0.10193485853142555, 1.3040074707574485e-06], [0.05315360592409588, 0.9468463935503026, 5.256014787609917e-10], [0.9980113461850426, 0.0007601520137761789, 0.0012285018011812241]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,123,-6106.114730086172,-6106.11471725939,-6106.114717259331,-6106.114717259331,-6106.114717259331,-6106.114717259331,6.791114737225712e-08,0.0001281453144778011,0.0,5.911715561524034e-11,1.2826782040065154e-05,0.0,none,True,"[0.2211279411692142, 0.7788719635871882, 9.524359748623704e-08]","[[0.898063790763572, 0.1019349845486111, 1.2246878169802252e-06], [0.05315366870617419, 0.9468463307682532, 5.255724587184733e-10], [0.9978832008705648, 0.0008092607486057789, 0.0013075383808294153]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,124,-6106.114717259331,-6106.114705210707,-6106.114705210645,-6106.114705210645,-6106.114705210645,-6106.114705210645,6.379204697815055e-08,0.00013638350680489353,0.0,6.184563972055912e-11,1.2048623830196448e-05,0.0,none,True,"[0.22112787738297085, 0.7788720273792352, 9.523779384752348e-08]","[[0.8980637468985008, 0.10193510292144045, 1.1501800588126643e-06], [0.053153727679832424, 0.946846271794626, 5.255416031808159e-10], [0.9977468173637599, 0.0008615433040646633, 0.0013916393321754968]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,125,-6106.114705210645,-6106.114693892969,-6106.114693892901,-6106.114693892901,-6106.114693892901,-6106.114693892901,5.992283158562373e-08,0.00014514875178772702,0.0,6.730260793119669e-11,1.1317676580802072e-05,0.0,none,True,"[0.22112781746630641, 0.7788720873020668, 9.523162680929388e-08]","[[0.898063705694103, 0.10193521411360602, 1.0801922909366745e-06], [0.05315378307608234, 0.9468462163984087, 5.255087925702572e-10], [0.9976016686119722, 0.0009172049590513143, 0.001481126428976329]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,126,-6106.114693892901,-6106.114683261818,-6106.114683261748,-6106.114683261748,-6106.114683261748,-6106.114683261748,5.6288346095278996e-08,0.0001544744265905562,0.0,7.003109203651547e-11,1.0631083569023758e-05,0.0,none,True,"[0.22112776118451397, 0.7788721435904129, 9.522507304339945e-08]","[[0.8980636669890063, 0.10193531856067593, 1.0144503178779796e-06], [0.05315383511192407, 0.9468461643626022, 5.254738998229325e-10], [0.9974471941853816, 0.0009764642898332423, 0.0015763415247851793]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,127,-6106.114683261748,-6106.114673275605,-6106.1146732755315,-6106.1146732755315,-6106.1146732755315,-6106.1146732755315,5.287435622669534e-08,0.0001643959763509839,0.0,7.366907084360719e-11,9.98614268610254e-06,0.0,none,True,"[0.22112770831712306, 0.7788721964647691, 9.521810781677228e-08]","[[0.8980636306316223, 0.10193541667179824, 9.526965794980988e-07], [0.05315388399119544, 0.9468461154833677, 5.254367899140999e-10], [0.9972827982090307, 0.0010395540338669184, 0.0016776477571023793]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,128,-6106.1146732755315,-6106.114663895192,-6106.114663895113,-6106.114663895113,-6106.114663895113,-6106.114663895113,4.9667489121496544e-08,0.00017495103614151297,0.0,7.912603905424476e-11,9.380339179188013e-06,0.0,none,True,"[0.22112765865703693, 0.7788722461322583, 9.521070490906317e-08]","[[0.8980635964795558, 0.10193550883130253, 8.946891416970566e-07], [0.053153929905370365, 0.9468460695692322, 5.253973193552866e-10], [0.9971078471728891, 0.001106722010011603, 0.0017854308170991652]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,129,-6106.114663895113,-6106.114655083828,-6106.114655083745,-6106.114655083745,-6106.114655083745,-6106.114655083745,4.665518427149351e-08,0.00018617955929056684,0.0,8.36735125631094e-11,8.811284715193324e-06,0.0,none,True,"[0.2211276120097208, 0.7788722927874425, 9.520283652635997e-08]","[[0.8980635643990448, 0.10193559540020691, 8.402007483678589e-07], [0.05315397303430763, 0.946846026440337, 5.253553356617055e-10], [0.9969216676135986, 0.0011782320988457501, 0.001900100287555644]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,130,-6106.114655083745,-6106.114646806987,-6106.114646806899,-6106.114646806899,-6106.114646806899,-6106.114646806899,4.382564244842513e-08,0.00019812395225748958,0.0,8.822098607197404e-11,8.27675739856204e-06,0.0,none,True,"[0.22112756819244178, 0.778872336613085, 9.519447321089716e-08]","[[0.8980635342644404, 0.10193567671762872, 7.890179308842798e-07], [0.053154013546958055, 0.9468459859277313, 5.253106767883992e-10], [0.9967235436613411, 0.0012543652870402194, 0.0020220910516187086]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,131,-6106.114646806899,-6106.114639032238,-6106.114639032142,-6106.114639032142,-6106.114639032142,-6106.114639032142,4.116778062890347e-08,0.00021082921626680573,0.0,9.640643838793039e-11,7.774660844006576e-06,0.0,none,True,"[0.22112752703355062, 0.7788723777808656, 9.518558374668082e-08]","[[0.8980635059577116, 0.10193575310211686, 7.409401716296297e-07], [0.05315405160202214, 0.9468459478727147, 5.252631705333393e-10], [0.9965127144450743, 0.0013354207800040014, 0.0021518647749217286]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,132,-6106.114639032142,-6106.114631729114,-6106.114631729016,-6106.114631729016,-6106.114631729016,-6106.114631729016,3.8671186919359e-08,0.00022434309588104107,0.0,9.822542779147625e-11,7.303027814486995e-06,0.0,none,True,"[0.22112748837181248, 0.7788724164520525, 9.517613506097906e-08]","[[0.8980634793679866, 0.10193582485289514, 6.957791182860208e-07], [0.05315408734857412, 0.9468459121262134, 5.252126339058286e-10], [0.9962883713491932, 0.0014217171872963087, 0.0022899114635105116]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,133,-6106.114631729016,-6106.114624869007,-6106.1146248689,-6106.1146248689,-6106.1146248689,-6106.1146248689,3.6326081809257005e-08,0.00023871623467308645,0.0,1.064108801074326e-10,6.860009307274595e-06,0.0,none,True,"[0.22112745205577367, 0.7788724527781343, 9.516609212164303e-08]","[[0.8980634543911168, 0.10193589225103736, 6.533578458031861e-07], [0.05315412092664646, 0.9468458785481946, 5.251588724583353e-10], [0.9960496551145201, 0.0015135937855958101, 0.002436751099883948]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,134,-6106.1146248689,-6106.11461842503,-6106.114618424918,-6106.114618424918,-6106.114618424918,-6106.114618424918,3.412327886920252e-08,0.0002540023381276679,0.0,1.1186784831807017e-10,6.443870006478392e-06,0.0,none,True,"[0.22112741794316895, 0.7788724869014132, 9.515541783026094e-08]","[[0.8980634309292701, 0.10193595556056688, 6.135101631528676e-07], [0.05315415246777616, 0.9468458470071223, 5.251016795799042e-10], [0.9957956527763925, 0.001611411864332371, 0.0025929353592751545]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,135,-6106.114618424918,-6106.1146123719445,-6106.1146123718245,-6106.1146123718245,-6106.1146123718245,-6106.1146123718245,3.205414966789277e-08,0.0002702583438787265,0.0,1.2005330063402653e-10,6.052973731129896e-06,0.0,none,True,"[0.22112738590036424, 0.7788725189555629, 9.51440729111776e-08]","[[0.8980634088905468, 0.10193601502949101, 5.760799621506498e-07], [0.053154182095521876, 0.9468458173794372, 5.250408357492864e-10], [0.9955253944325138, 0.0017155561594221777, 0.0027590494080640647]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,136,-6106.1146123718245,-6106.114606686027,-6106.1146066859,-6106.1146066859,-6106.1146066859,-6106.1146066859,3.011058857804727e-08,0.00028754459933177934,0.0,1.2732925824820995e-10,5.685797077603638e-06,0.0,none,True,"[0.22112735580183268, 0.7788725490661514, 9.513201579645368e-08]","[[0.8980633881886223, 0.10193607089077192, 5.409206057921107e-07], [0.053154209925945814, 0.946845789549078, 5.249761077457752e-10], [0.995237849833182, 0.0018264363809025988, 0.002935713785915413]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,137,-6106.1146066859,-6106.114601345003,-6106.114601344869,-6106.114601344869,-6106.114601344869,-6106.114601344869,2.828498146811853e-08,0.00030592504669124665,0.0,1.3460521586239338e-10,5.340896677807905e-06,0.0,none,True,"[0.22112732752966463, 0.7788725773511329, 9.511920250688811e-08]","[[0.8980633687424068, 0.10193612336323955, 5.078943537053017e-07], [0.05315423606807096, 0.9468457634070218, 5.24907247815809e-10], [0.9949319247864907, 0.0019444888406409515, 0.0031235863728683584]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,138,-6106.114601344869,-6106.114596327946,-6106.114596327803,-6106.114596327803,-6106.114596327803,-6106.114596327803,2.6570177058538036e-08,0.0003254674153373438,0.0,1.4279066817834973e-10,5.016922841605265e-06,0.0,none,True,"[0.22112730097310354, 0.77887260392131, 9.510558652928074e-08]","[[0.8980633504757273, 0.10193617265245024, 4.76871822467062e-07], [0.053154260624306005, 0.9468457388508601, 5.248339927932799e-10], [0.9946064573711534, 0.0020701781866911025, 0.003323364442155458]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,139,-6106.114596327803,-6106.114591615201,-6106.114591615048,-6106.114591615048,-6106.114591615048,-6106.114591615048,2.4959457722850686e-08,0.00034624342143319,0.0,1.5279510989785194e-10,4.712602276413236e-06,0.0,none,True,"[0.22112727602811347, 0.7788726288807677, 9.509111869018269e-08]","[[0.8980633333170324, 0.10193621895148887, 4.4773147866751174e-07], [0.05315428369084733, 0.9468457157843966, 5.247560631715615e-10], [0.9942602139497202, 0.0022039992512949604, 0.003535786798984889]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,140,-6106.114591615048,-6106.114587188302,-6106.11458718814,-6106.11458718814,-6106.11458718814,-6106.11458718814,2.3446513619518328e-08,0.0003683289745648466,0.0,1.6189005691558123e-10,4.426746272656601e-06,0.0,none,True,"[0.22112725259697175, 0.7788726523272813, 9.507574702645336e-08]","[[0.8980633171991103, 0.101936262441727, 4.2035916273555326e-07], [0.05315430535805583, 0.946845694117271, 5.246731621251917e-10], [0.9938918849751553, 0.0023464790199733605, 0.0037616360048711803]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,141,-6106.11458718814,-6106.114583029905,-6106.114583029733,-6106.114583029733,-6106.114583029733,-6106.114583029733,2.2025417267812486e-08,0.00039180439110408916,0.0,1.7189449863508344e-10,4.1582352423574775e-06,0.0,none,True,"[0.22112723058788478, 0.7788726743526986, 9.505941665303344e-08]","[[0.898063302058824, 0.10193630329353436, 3.946476416587349e-07], [0.053154325710810364, 0.9468456737646046, 5.245849744791872e-10], [0.9935000805840513, 0.0024981787296215483, 0.004001740686327344]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,142,-6106.114583029733,-6106.114579123719,-6106.114579123536,-6106.114579123536,-6106.114579123536,-6106.114579123536,2.0690601898465388e-08,0.00041675461389245605,0.0,1.8280843505635858e-10,3.906014171661809e-06,0.0,none,True,"[0.22112720991463, 0.7788726950433005, 9.504206962844696e-08]","[[0.8980632878368674, 0.10193634166694365, 3.704961888442787e-07], [0.053154344828841474, 0.9468456546466675, 5.244911656240516e-10], [0.9930833259701588, 0.002659696104020202, 0.004256977925821148]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,143,-6106.114579123536,-6106.114575454441,-6106.114575454246,-6106.114575454246,-6106.114575454246,-6106.114575454246,1.9436838250008748e-08,0.0004432694376819146,0.0,1.9554136088117957e-10,3.6690944398287684e-06,0.0,none,True,"[0.22112719049621654, 0.7788727144801387, 9.502364481865674e-08]","[[0.8980632744775303, 0.10193637771228016, 3.4781018947443664e-07], [0.05315436278704185, 0.9468456366885669, 5.243913803744674e-10], [0.9926400565324769, 0.002831667735692674, 0.004528275731830428]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,144,-6106.114575454246,-6106.114572007696,-6106.11457200749,-6106.11457200749,-6106.11457200749,-6106.11457200749,1.8259213918625505e-08,0.0004714437396434734,0.0,2.0554580260068178e-10,3.4465501812519506e-06,0.0,none,True,"[0.22112717225656942, 0.7788727327393526, 9.500407776003833e-08]","[[0.8980632619284824, 0.10193641157074765, 3.2650076980929096e-07], [0.053154379655761336, 0.9468456198199533, 5.242852417699155e-10], [0.9921686127928334, 0.0030147716235812117, 0.004816615583585335]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,145,-6106.11457200749,-6106.114568769977,-6106.114568769757,-6106.114568769757,-6106.114568769757,-6106.114568769757,1.715311626071525e-08,0.0005013777140530085,0.0,2.2009771782904863e-10,3.2375128284911625e-06,0.0,none,True,"[0.22112715512423048, 0.7788727498924689, 9.498330052238272e-08]","[[0.8980632501405668, 0.10193644337498428, 3.0648444898409227e-07], [0.053154395501081454, 0.9468456039747463, 5.24172349815453e-10], [0.9916672350787804, 0.0032097298765808146, 0.0051230350446388635]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,146,-6106.114568769757,-6106.114565728602,-6106.1145657283705,-6106.1145657283705,-6106.1145657283705,-6106.1145657283705,1.611421107661215e-08,0.0005331771100646199,0.0,2.319211489520967e-10,3.041154741367791e-06,0.0,none,True,"[0.2211271390320786, 0.77887276600668, 9.496124157301762e-08]","[[0.8980632390676074, 0.10193647324958056, 2.876828119362919e-07], [0.05315441038507564, 0.9468455890908721, 5.24052280161082e-10], [0.9911340579687158, 0.003417311593552839, 0.0054486304377313385]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,147,-6106.1145657283705,-6106.1145628716595,-6106.114562871413,-6106.114562871413,-6106.114562871413,-6106.114562871413,1.5138428066663323e-08,0.000566953471244358,0.0,2.4647306418046355e-10,2.8567110348376445e-06,0.0,none,True,"[0.22112712391706618, 0.778872781145108, 9.493782564333027e-08]","[[0.8980632286662286, 0.10193650131156914, 2.7002220218036373e-07], [0.05315442436605046, 0.9468455751100249, 5.239245827183709e-10], [0.9905671044974714, 0.0036383359310429046, 0.0057945595714857705]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,148,-6106.114562871413,-6106.114560187948,-6106.114560187688,-6106.114560187688,-6106.114560187688,-6106.114560187688,1.4221945066061892e-08,0.0006028243752683737,0.0,2.601154847070575e-10,2.6834650270757265e-06,0.0,none,True,"[0.22112710971997343, 0.7788727953670531, 9.491297359920055e-08]","[[0.898063218895687, 0.10193652767087971, 2.534334332262583e-07], [0.05315443749877467, 0.9468455619774366, 5.237887802132136e-10], [0.989964280122203, 0.0038736753705410644, 0.006162044507255805]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,149,-6106.114560187688,-6106.114557666965,-6106.114557666686,-6106.114557666686,-6106.114557666686,-6106.114557666686,1.336116939310017e-08,0.0006409136718601438,0.0,2.7921487344428897e-10,2.520722773624584e-06,0.0,none,True,"[0.22112709638517516, 0.7788728087282225, 9.48866023171007e-08]","[[0.8980632097177088, 0.10193655243077376, 2.3785151751042086e-07], [0.053154449834695396, 0.9468455496416601, 5.236443666739278e-10], [0.9893233664503429, 0.004124259197743467, 0.006552374351913707]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
fixed_kappa,150,-6106.114557666686,-6106.1145552988255,-6106.114555298529,-6106.114555298529,-6106.114555298529,-6106.114555298529,1.2552729966586185e-08,0.0006813517167120198,0.0,2.964952727779746e-10,2.367860361118801e-06,0.0,none,True,"[0.22112708386042307, 0.7788728212809525, 9.485862456790543e-08]","[[0.8980632010963417, 0.1019365756882465, 2.2321541177690363e-07], [0.05315446142213739, 0.9468455380543718, 5.23490805854301e-10], [0.9886420147336309, 0.004391077206893983, 0.006966908059475065]]","{""0.06"": 1.5, ""0.12"": 4.5, ""0.24"": 20.0}","{""80"": 0.5, ""40"": 1.0, ""20"": 6.0, ""10"": 30.0}"
