version,iteration,log_likelihood_before_m_step,log_likelihood_after_transition_update,log_likelihood_after_pi_update,log_likelihood_after_kappa_update,kappa_candidate_log_likelihood,final_iteration_log_likelihood,maximum_change_in_pi,maximum_change_in_transition,maximum_change_in_kappa,pi_step_delta,transition_step_delta,kappa_step_delta,first_decreasing_step,kappa_update_accepted,pi,transition_matrix,sensory_kappas,prior_kappas
optimized_kappa,16,-4533.350951861556,-4532.926734608688,-4532.926732021316,-4532.868251369927,-4532.868251369927,-4532.868251369927,7.460512299670152e-05,0.004309736230489358,0.21182077650652786,2.587372364359908e-06,0.4242172528674928,0.05848065138889069,none,True,"[0.05777681035954367, 0.9422231562717885, 3.336866775666177e-08]","[[0.6566107481299815, 0.31794202487110435, 0.025447226998914024], [0.12971023027990325, 0.8681914322763921, 0.0020983374437046737], [0.20845146854012328, 0.017994535925792293, 0.7735539955340844]]","{""0.06"": 2.865064260705502, ""0.12"": 5.452571880937479, ""0.24"": 14.812554244511077}","{""80"": 2.653942463981164, ""40"": 9.91997383828761, ""20"": 31.849980089610884, ""10"": 67.15280532222108}"
optimized_kappa,17,-4532.868251369927,-4532.520926819009,-4532.520925305169,-4532.478651293894,-4532.478651293894,-4532.478651293894,5.7070488043216294e-05,0.003978647526074797,0.1911854711536165,1.5138402886805125e-06,0.3473245509176195,0.04227401127536723,none,True,"[0.05783388084758689, 0.942166086285345, 3.2867068016075376e-08]","[[0.6526321006039068, 0.3217947869467581, 0.025573112449334915], [0.13153697730928487, 0.8664030684127715, 0.0020599542779436483], [0.2093368093627218, 0.016233016988414797, 0.7744301736488634]]","{""0.06"": 2.8726896594738256, ""0.12"": 5.463791935103908, ""0.24"": 14.826208384806515}","{""80"": 2.661950995586294, ""40"": 9.95211630913201, ""20"": 31.979295610017463, ""10"": 67.3439907933747}"
optimized_kappa,18,-4532.478651293894,-4532.192236172759,-4532.192235225963,-4532.159835696105,-4532.159835696105,-4532.159835696105,4.4786751405838376e-05,0.0036654273951221006,0.17333512912195204,9.467967174714431e-07,0.2864151211342687,0.032399529857684684,none,True,"[0.057878667598992725, 0.942121299710701, 3.269030636638225e-08]","[[0.6489666732087847, 0.3253403729741203, 0.025692953817095], [0.13318687077126123, 0.8647824791007644, 0.0020306501279743444], [0.21041912108409966, 0.014722375567644032, 0.7748585033482563]]","{""0.06"": 2.880670603757018, ""0.12"": 5.475401332424475, ""0.24"": 14.841438864414336}","{""80"": 2.66764578234527, ""40"": 9.979843833687477, ""20"": 32.09269110125449, ""10"": 67.51732592249665}"
optimized_kappa,19,-4532.159835696105,-4531.922352788299,-4531.922352150247,-4531.896438559808,-4531.896438559808,-4531.896438559808,3.6342045786834365e-05,0.0033728037302966918,0.15771231540003328,6.380514605552889e-07,0.23748290780622483,0.025913590438904066,none,True,"[0.05791500964477956, 0.9420849577698537, 3.25853667246402e-08]","[[0.645593869478488, 0.3286018251306472, 0.025804305390864934], [0.1346793226666167, 0.8633123573553964, 0.00200831997798695], [0.21157197170083725, 0.013406699030107752, 0.775021329269055]]","{""0.06"": 2.8889306426631878, ""0.12"": 5.487156700083538, ""0.24"": 14.857574293706287}","{""80"": 2.671672011604356, ""40"": 10.003457264367386, ""20"": 32.19238581246927, ""10"": 67.67503823789669}"
optimized_kappa,20,-4531.896438559808,-4531.698624280786,-4531.698623818402,-4531.677275569885,-4531.677275569885,-4531.677275569885,3.0521029509109066e-05,0.003101641715321901,0.14391894510134762,4.623843778972514e-07,0.1978142790221682,0.02134824851691519,none,True,"[0.05794553067428867, 0.9420544368218242, 3.2503887091040165e-08]","[[0.6424922277631661, 0.33160210091680625, 0.025905671320027687], [0.1360314728935067, 0.8619771541435912, 0.0019913729629020115], [0.21272278359860408, 0.012247602839034716, 0.7750296135623612]]","{""0.06"": 2.897351867789371, ""0.12"": 5.49886167751509, ""0.24"": 14.874090342362114}","{""80"": 2.6744746005029065, ""40"": 10.023238106808298, ""20"": 32.28030622113006, ""10"": 67.81895718299803}"
optimized_kappa,21,-4531.677275569885,-4531.511834779728,-4531.511834423061,-4531.493892117285,-4531.493892117285,-4531.493892117285,2.6427343610330167e-05,0.002851631352177142,0.13157856151649128,3.5666653275256976e-07,0.1654407901569357,0.01794230577615963,none,True,"[0.057971958017899, 0.9420280095471066, 3.243499448477746e-08]","[[0.6396405964109889, 0.33436305567969343, 0.02599634790931773], [0.137258340953622, 0.8607630661819373, 0.001978592864440834], [0.21383081303102047, 0.011217527918570488, 0.774951659050409]]","{""0.06"": 2.9058136203544866, ""0.12"": 5.510369697674571, ""0.24"": 14.890608726535035}","{""80"": 2.6763658123091054, ""40"": 10.03948273413559, ""20"": 32.358088801363394, ""10"": 67.95053574451453}"
optimized_kappa,22,-4531.493892117285,-4531.355014849739,-4531.355014560891,-4531.339727504589,-4531.339727504589,-4531.339727504589,2.3451180272138217e-05,0.0026218253097926025,0.12048066243727362,2.888482413254678e-07,0.13887726754637697,0.015287056301531265,none,True,"[0.05799540919817114, 0.9420045584267508, 3.23750780309716e-08]","[[0.6370187711011963, 0.3369050035871046, 0.02607622531169897], [0.13837305926646162, 0.8596579004406588, 0.0019690402928794638], [0.2148743034901009, 0.010295902596927382, 0.7748297939129717]]","{""0.06"": 2.914209946675155, ""0.12"": 5.521577295295674, ""0.24"": 14.906868057903482}","{""80"": 2.677569227651726, ""40"": 10.052505286293039, ""20"": 32.427107465743575, ""10"": 68.0710164069518}"
optimized_kappa,23,-4531.339727504589,-4531.222748043188,-4531.222747800846,-4531.209597540321,-4531.209597540321,-4531.209597540321,2.119635904002798e-05,0.0024109609476009597,0.1104278848287521,2.423421392450109e-07,0.11697946140066051,0.013150260525435442,none,True,"[0.058016605557211165, 0.9419833621205415, 3.232224731184868e-08]","[[0.6346078101535954, 0.3392465805527051, 0.026145609293699405], [0.13938713762418892, 0.8586508783581887, 0.001961984017622316], [0.21584289265873563, 0.009466860256790685, 0.7746902470844736]]","{""0.06"": 2.922454615277929, ""0.12"": 5.53241481945766, ""0.24"": 14.92269081913047}","{""80"": 2.678247775727137, ""40"": 10.062630566923259, ""20"": 32.488532045415724, ""10"": 68.18144429178055}"
optimized_kappa,24,-4531.209597540321,-4531.110744508461,-4531.110744300166,-4531.09935229206,-4531.09935229206,-4531.09935229206,1.940943312997434e-05,0.0022176484382210315,0.10130397482735987,2.0829520508414134e-07,0.09885303186001693,0.011392008105758578,none,True,"[0.05803601499034114, 0.941963952734436, 3.227522273510754e-08]","[[0.6323901617153743, 0.34140476562125255, 0.02620507266337325], [0.14031070073733437, 0.8577324479237524, 0.0019568513389132784], [0.21673308001989683, 0.008717828955584364, 0.7745490910245189]]","{""0.06"": 2.930481965593359, ""0.12"": 5.542836866113596, ""0.24"": 14.937964571317128}","{""80"": 2.6785227970289016, ""40"": 10.070182134296331, ""20"": 32.543339533597745, ""10"": 68.28274826660791}"
optimized_kappa,25,-4531.09935229206,-4531.015560177132,-4531.015559995234,-4531.005637643099,-4531.005637643099,-4531.005637643099,1.793320472152915e-05,0.002040497611538905,0.09297745305704552,1.8189803085988387e-07,0.0837921149277463,0.00992235213470849,none,True,"[0.05805394819506267, 0.9419460195718856, 3.223305164500255e-08]","[[0.6303496641038354, 0.3433949856046718, 0.026255350291492605], [0.1411526883926184, 0.856894119337886, 0.001953192269495721], [0.21754544712958623, 0.008038625250100656, 0.7744159276203131]]","{""0.06"": 2.9382447763509973, ""0.12"": 5.552817418314427, ""0.24"": 14.95262137904437}","{""80"": 2.6784858163402023, ""40"": 10.075472530334899, ""20"": 32.5923516976724, ""10"": 68.37572571966496}"
optimized_kappa,26,-4531.005637643099,-4530.934402659131,-4530.93440249868,-4530.925721875133,-4530.925721875133,-4530.925721875133,1.666915876914754e-05,0.0018781771916579482,0.08540170308694428,1.6045032680267468e-07,0.07123498396867944,0.008680623547661526,none,True,"[0.058070617353831816, 0.9419293504511718, 3.219499643391089e-08]","[[0.6284714869121775, 0.34523125398753146, 0.026297259100290935], [0.14192101727802783, 0.8561283302205899, 0.0019506525013822868], [0.218282960887786, 0.007420850905455211, 0.7742961882067588]]","{""0.06"": 2.945710748171531, ""0.12"": 5.562343197091019, ""0.24"": 14.966624421674473}","{""80"": 2.678207313474742, ""40"": 10.078799628659445, ""20"": 32.63627821124628, ""10"": 68.4611274227519}"
optimized_kappa,27,-4530.925721875133,-4530.864989599551,-4530.864989457162,-4530.857367490575,-4530.857367490575,-4530.857367490575,1.5555571487607667e-05,0.0017294207456970412,0.07847633625935657,1.4238958101486787e-07,0.06073227558135841,0.007621966587066709,none,True,"[0.058086172925319424, 0.9419137949142067, 3.2160473808658536e-08]","[[0.6267420661664804, 0.346926290712441, 0.026331643121078566], [0.14262273849716392, 0.8554283080985378, 0.0019489534042983637], [0.21894991646673242, 0.00685747693437146, 0.774192606598896]]","{""0.06"": 2.952859835287007, ""0.12"": 5.571410740745135, ""0.24"": 14.97995628511962}","{""80"": 2.6777421543954554, ""40"": 10.080439621436794, ""20"": 32.6757315241966, ""10"": 68.53960375901126}"
optimized_kappa,28,-4530.857367490575,-4530.805445756347,-4530.805445629558,-4530.798732999015,-4530.798732999015,-4530.798732999015,1.4553067882991377e-05,0.0015930628753455522,0.07216102942656732,1.2678901839535683e-07,0.05192173422801716,0.006712630543006526,none,True,"[0.058100725993202415, 0.9418992418777825, 3.21290149744465e-08]","[[0.6251490032911349, 0.3484916611164855, 0.02635933559237944], [0.14326414543888633, 0.8547879783529558, 0.0019478762081579653], [0.2195512738965389, 0.006342548187508752, 0.7741061779159524]]","{""0.06"": 2.9596814556956157, ""0.12"": 5.580023043350755, ""0.24"": 14.992617596429048}","{""80"": 2.6771336233081366, ""40"": 10.080644400093256, ""20"": 32.71121852748954, ""10"": 68.61176478843782}"
optimized_kappa,29,-4530.798732999015,-4530.754223132602,-4530.754223019511,-4530.748296388881,-4530.748296388881,-4530.748296388881,1.3637329057715475e-05,0.0014680386777143895,0.06636608903849606,1.1309111869195476e-07,0.044509866412226984,0.005926630630710861,none,True,"[0.05811436332226013, 0.941885604577502, 3.210023792668686e-08]","[[0.6236809646134205, 0.3499379000601048, 0.026381135326474844], [0.14385086529849797, 0.8542018849906198, 0.0019472497108823168], [0.22009223633803834, 0.005870967200601787, 0.7740367964613599]]","{""0.06"": 2.966172231162948, ""0.12"": 5.588188130180176, ""0.24"": 15.004615921206705}","{""80"": 2.6764162480677522, ""40"": 10.079643489288218, ""20"": 32.74318579610398, ""10"": 68.67813087747632}"
optimized_kappa,30,-4530.748296388881,-4530.710038605679,-4530.710038504736,-4530.704794660141,-4530.704794660141,-4530.704794660141,1.2792280398535305e-05,0.0013533653233530618,0.06107200547045011,1.0094299796037376e-07,0.03825778320151585,0.005243844595497649,none,True,"[0.058127155602658666, 0.9418728123235133, 3.2073827892031574e-08]","[[0.6223275992900674, 0.3512746081466811, 0.02639779256325139], [0.14438794387831663, 0.8536651152810045, 0.0019469408406788287], [0.22057799629087282, 0.005438332589998632, 0.7739836711191285]]","{""0.06"": 2.9723336289642477, ""0.12"": 5.595917114524078, ""0.24"": 15.015970062811796}","{""80"": 2.675617651236053, ""40"": 10.077638719944208, ""20"": 32.772032350164125, ""10"": 68.73920288294677}"
optimized_kappa,31,-4530.704794660141,-4530.671824195866,-4530.671824105784,-4530.667176571108,-4530.667176571108,-4530.667176571108,1.2005872212478286e-05,0.0012481424202741564,0.0562259460477037,9.008181223180145e-08,0.03297046427451278,0.004647534676223586,none,True,"[0.058139161474871144, 0.941860806475607, 3.204952171208369e-08]","[[0.6210794568697933, 0.3525105467547357, 0.02640999637547113], [0.14487991915096451, 0.8531732342689229, 0.0019468465801126646], [0.2210135777956303, 0.005040815345298477, 0.7739456068590712]]","{""0.06"": 2.978171392839364, ""0.12"": 5.603223290684038, ""0.24"": 15.026697023243422}","{""80"": 2.6747603342723685, ""40"": 10.074811881947241, ""20"": 32.79809576845285, ""10"": 68.79542882899447}"
optimized_kappa,32,-4530.667176571108,-4530.638688756099,-4530.638688675755,-4530.634564035359,-4530.634564035359,-4530.634564035359,1.1271045716410022e-05,0.00115155215843743,0.0518119181066794,8.034476195462048e-08,0.028487815008702455,0.004124640395275492,none,True,"[0.058150432520587554, 0.9418495354523142, 3.2027098278664e-08]","[[0.6199279047113558, 0.3536537196863595, 0.026418375602284643], [0.14533087686167398, 0.8527222348793443, 0.0019468882589816984], [0.2214037374824022, 0.0046750627661752316, 0.7739211997514226]]","{""0.06"": 2.9836936933497418, ""0.12"": 5.610122339709451, ""0.24"": 15.036820115922097}","{""80"": 2.6738625459758474, ""40"": 10.071320944074804, ""20"": 32.82166999670996, ""10"": 68.84724074710115}"
optimized_kappa,33,-4530.634564035359,-4530.609885868365,-4530.609885796768,-4530.60622173263,-4530.60622173263,-4530.60622173263,1.0581802022693876e-05,0.0010628520324129642,0.047738470068168226,7.159724191296846e-08,0.024678166993908235,0.0036640641383201,none,True,"[0.05816101432261025, 0.9418389536710206, 3.200636924169852e-08]","[[0.6188650526789429, 0.35471145102674656, 0.026423496294310598], [0.14574450193866526, 0.852308491660825, 0.0019470064005096999], [0.22175291730048124, 0.0043381224968095464, 0.7739089602027092]]","{""0.06"": 2.9889108358784884, ""0.12"": 5.616629832867779, ""0.24"": 15.04636640238999}","{""80"": 2.672939176527777, ""40"": 10.067304523206545, ""20"": 32.8430190107314, ""10"": 68.89497921716932}"
optimized_kappa,34,-4530.60622173263,-4530.584789140315,-4530.584789076571,-4530.5815318330615,-4530.5815318330615,-4530.5815318330615,9.934593531532587e-06,0.0009813656196331344,0.044018490238130425,6.374375516315922e-08,0.021432592315250076,0.0032572435093243257,none,True,"[0.05817094891614178, 0.9418290190966853, 3.19871730707248e-08]","[[0.6178836870593097, 0.35569044812751704, 0.02642586481317328], [0.14612411649084633, 0.8519287266913976, 0.0019471568177561428], [0.22206522134452852, 0.004027381576131748, 0.7739073970793398]]","{""0.06"": 2.993834108862601, ""0.12"": 5.6227623154219115, ""0.24"": 15.055359646737386}","{""80"": 2.672002416198491, ""40"": 10.062882276505151, ""20"": 32.8623741957859, ""10"": 68.93899770740745}"
optimized_kappa,35,-4530.5815318330615,-4530.562870779956,-4530.562870723268,-4530.559973826685,-4530.559973826685,-4530.559973826685,9.325722499280154e-06,0.0009064703622188031,0.04060211444510742,5.6687895266804844e-08,0.01866105310546118,0.002896896583479247,none,True,"[0.05818027463864106, 0.941819693391989, 3.196936985047983e-08]","[[0.6169772166970909, 0.3565968539325161, 0.026425929370393054], [0.1464727263369345, 0.8515799663154527, 0.0019473073476126974], [0.22234441455100332, 0.003740517043065651, 0.7739150684059309]]","{""0.06"": 2.9984755562139327, ""0.12"": 5.628537092342573, ""0.24"": 15.063826654516125}","{""80"": 2.6710620281022637, ""40"": 10.058157441678022, ""20"": 32.87994282344366, ""10"": 68.97959982185256}"
optimized_kappa,36,-4530.559973826685,-4530.543685059808,-4530.543685009456,-4530.541108035781,-4530.541108035781,-4530.541108035781,8.751862093168972e-06,0.0008394500090646018,0.037464705511638385,5.0352355174254626e-08,0.016288766876641603,0.002576973674877081,none,True,"[0.05818902650073423, 0.9418109415464284, 3.1952837211400934e-08]","[[0.6161396126613491, 0.3574363039415807, 0.02642408339707024], [0.1467930502392046, 0.8512595145386141, 0.0019474352221813675], [0.2225939310164805, 0.0034754554195261305, 0.7739306135639934]]","{""0.06"": 3.002847928039948, ""0.12"": 5.6339710626015975, ""0.24"": 15.071793000518358}","{""80"": 2.670126261968035, ""40"": 10.053217974816228, ""20"": 32.895905009563386, ""10"": 69.0170645273642}"
optimized_kappa,37,-4530.541108035781,-4530.526854545974,-4530.526854501297,-4530.524562046744,-4530.524562046744,-4530.524562046744,8.211820790408886e-06,0.0007776660339179897,0.034600936567684926,4.4677108235191554e-08,0.014253489806833386,0.002292454552843992,none,True,"[0.05819723832152464, 0.9418027297410071, 3.1937468353429275e-08]","[[0.6153653562617503, 0.3582139699754987, 0.02642067376275113], [0.14708754997025936, 0.8509649247799173, 0.0019475252498233867], [0.22281687758355787, 0.003230339206917811, 0.7739527832095243]]","{""0.06"": 3.0069637316389817, ""0.12"": 5.639081309432242, ""0.24"": 15.079283869004703}","{""80"": 2.6692016371336815, ""40"": 10.048139594616115, ""20"": 32.91042330430467, ""10"": 69.05166546393188}"
optimized_kappa,38,-4530.524562046744,-4530.512058695451,-4530.512058655856,-4530.510019704957,-4530.510019704957,-4530.510019704957,7.702792491195987e-06,0.0007206296489811748,0.031967014207040734,3.959485184168443e-08,0.012503351293162268,0.002038950899077463,none,True,"[0.058204941114015835, 0.941795026962816, 3.192316816903597e-08]","[[0.6146493993224905, 0.3589345996244799, 0.026416001053029693], [0.1473584605699679, 0.8506939715114117, 0.0019475679186203684], [0.2230160689769513, 0.0030034990493753824, 0.7739804319736733]]","{""0.06"": 3.0108356243265852, ""0.12"": 5.643883570764647, ""0.24"": 15.086324769407366}","{""80"": 2.668293452089718, ""40"": 10.042985170431997, ""20"": 32.92363900777488, ""10"": 69.08363247813892}"
optimized_kappa,39,-4530.510019704957,-4530.4990248244385,-4530.499024789384,-4530.497211955197,-4530.497211955197,-4530.497211955197,7.223518138074758e-06,0.0006679580783475192,0.02952733684503528,3.505465429043397e-08,0.010994880518410355,0.0018128341871488374,none,True,"[0.05821216463215391, 0.9417878034579938, 3.190985207260778e-08]","[[0.6139871167686668, 0.3596025577028274, 0.026410325528505856], [0.14760780590569186, 0.8504446360983963, 0.0019475579959119108], [0.22319403849614117, 0.0027934301312012868, 0.7740125313726575]]","{""0.06"": 3.0144759011672164, ""0.12"": 5.6483943815140965, ""0.24"": 15.09293829259532}","{""80"": 2.6674059218581467, ""40"": 10.037808616670233, ""20"": 32.93568029914427, ""10"": 69.11315981498396}"
optimized_kappa,40,-4530.497211955197,-4530.487520295051,-4530.487520264049,-4530.48590905664,-4530.48590905664,-4530.48590905664,6.772103410386532e-06,0.0006192977609632,0.027286194088532056,3.1001945899333805e-08,0.009691660146017966,0.0016112074090415263,none,True,"[0.058218936735564296, 0.9417810313669913, 3.189744441875156e-08]","[[0.613374272522084, 0.3602218554637906, 0.02640387201412543], [0.14783742143566722, 0.8502150849681069, 0.0019474935962258784], [0.22335306411211364, 0.0025987723082064955, 0.77404816357968]]","{""0.06"": 3.017896629958073, ""0.12"": 5.652629425498851, ""0.24"": 15.09914892673512}","{""80"": 2.666542113216284, ""40"": 10.032653703741596, ""20"": 32.946661906431196, ""10"": 69.14044600907249}"
optimized_kappa,41,-4530.48590905664,-4530.477345873607,-4530.477345846221,-4530.475914479222,-4530.475914479222,-4530.475914479222,6.34657342819811e-06,0.0005743279788832378,0.02525441596922917,2.7385794965084642e-08,0.008563183032492816,0.00143136699898605,none,True,"[0.058225283308992494, 0.9417746848051309, 3.188587655883243e-08]","[[0.61280698552645, 0.36079618344267383, 0.02639683103087618], [0.14804897482408294, 0.8500036500791015, 0.0019473750968156266], [0.223495192563791, 0.0024182931116495843, 0.7740865143245594]]","{""0.06"": 3.0211097134529914, ""0.12"": 5.656603552408805, ""0.24"": 15.104977003353522}","{""80"": 2.6657047146712807, ""40"": 10.027556713900786, ""20"": 32.956682566241106, ""10"": 69.16570042504172}"
optimized_kappa,42,-4530.475914479222,-4530.46833065328,-4530.468330629111,-4530.4670598514085,-4530.4670598514085,-4530.4670598514085,5.946361035659431e-06,0.0005327512577480986,0.023365792776161243,2.4168912204913795e-08,0.0075838259426745935,0.0012707777023024391,none,True,"[0.05823122967002815, 0.9417687384548847, 3.187508706609877e-08]","[[0.6122816987061125, 0.36132893470042193, 0.02638936659346567], [0.148243987110331, 0.8498088080713018, 0.0019472048183672582], [0.22362224858729665, 0.002250873242962472, 0.7741268781697409]]","{""0.06"": 3.02412629617866, ""0.12"": 5.660331205882712, ""0.24"": 15.110445801139198}","{""80"": 2.6648957007558574, ""40"": 10.022547773679166, ""20"": 32.9658401031731, ""10"": 69.18906621781788}"
optimized_kappa,43,-4530.4670598514085,-4530.460327942976,-4530.460327921664,-4530.4592004263295,-4530.4592004263295,-4530.4592004263295,5.569828810877975e-06,0.0004942983816808577,0.021608606501018812,2.1311279851943254e-08,0.006731908432811906,0.0011274953349129646,none,True,"[0.05823679949883903, 0.9417631686361413, 3.186501985999319e-08]","[[0.61179514906113, 0.3618232330821028, 0.02638161785676728], [0.14842384044647688, 0.8496291732423076, 0.0019469863112156543], [0.2237358663650695, 0.0020954941673925562, 0.774168639467538]]","{""0.06"": 3.026957368177023, ""0.12"": 5.663826840076452, ""0.24"": 15.115574605524966}","{""80"": 2.6641162020045397, ""40"": 10.017650250295961, ""20"": 32.97421228914737, ""10"": 69.2106748243189}"
optimized_kappa,44,-4530.4592004263295,-4530.45321130948,-4530.453211290704,-4530.452211534258,-4530.452211534258,-4530.452211534258,5.215398403798921e-06,0.00045872853188344553,0.02002043873599746,1.8776518118102103e-08,0.005989116849377751,0.0009997564457080443,none,True,"[0.05824201489724283, 0.9417579532471336, 3.185562348933791e-08]","[[0.6113443377082968, 0.36228196161398624, 0.026373700677717188], [0.14858978709154647, 0.8494634891837516, 0.0019467237247018973], [0.2238375090010472, 0.0019512272364674433, 0.7742112637624854]]","{""0.06"": 3.029613315181576, ""0.12"": 5.667103186741575, ""0.24"": 15.120384066030846}","{""80"": 2.6633671540770694, ""40"": 10.012882516428812, ""20"": 32.98186904413998, ""10"": 69.2306952630549}"
optimized_kappa,45,-4530.452211534258,-4530.4468715019775,-4530.446871485449,-4530.445985641896,-4530.445985641896,-4530.445985641896,4.882358686439381e-06,0.00042581052449253143,0.018538077714424617,1.6528247215319425e-08,0.005340032280400919,0.0008858435530783026,none,True,"[0.05824689725592927, 0.9417530708972197, 3.1846850974816674e-08]","[[0.6109265159388028, 0.36270777213847877, 0.026365711922718454], [0.14874297329647443, 0.8493106049752714, 0.001946421728254038], [0.22392847771056798, 0.0018172242041268123, 0.7742542980853051]]","{""0.06"": 3.0321042034582737, ""0.12"": 5.670172855235276, ""0.24"": 15.124891934894684}","{""80"": 2.6626489641442035, ""40"": 10.008260162263225, ""20"": 32.98888332170229, ""10"": 69.24923334076932}"
optimized_kappa,46,-4530.445985641896,-4530.441214106626,-4530.441214092089,-4530.440429695731,-4530.440429695731,-4530.440429695731,4.569243423013791e-06,0.0003953358722513234,0.017172807097978193,1.4537363313138485e-08,0.0047715352702653036,0.0007843963576306123,none,True,"[0.058251466499352283, 0.9417485016619886, 3.1838659125237856e-08]","[[0.6105391604732877, 0.3631031080107301, 0.026357731515982284], [0.1488844437841008, 0.8491694709606848, 0.0019460852552142997], [0.22400993598878144, 0.0016927090939061716, 0.7742973549173124]]","{""0.06"": 3.0344396929067647, ""0.12"": 5.673048454362235, ""0.24"": 15.129117036241505}","{""80"": 2.6619619030889523, ""40"": 10.00379343020287, ""20"": 32.995312117990444, ""10"": 69.2664061478673}"
optimized_kappa,47,-4530.440429695731,-4530.436157185496,-4530.436157172718,-4530.435463161995,-4530.435463161995,-4530.435463161995,4.2754507700165645e-06,0.00036711765322927636,0.01591924117529686,1.2778400559909642e-08,0.00427251023484132,0.0006940107223272207,none,True,"[0.0582557419501223, 0.941744226218869, 3.183100854610301e-08]","[[0.6101799476777069, 0.36347022566395937, 0.02634982665833379], [0.14901515066770488, 0.8490391299521198, 0.0019457193801752017], [0.22408291470977557, 0.001576970976144192, 0.7743401143140803]]","{""0.06"": 3.0366285382353735, ""0.12"": 5.675741518893138, ""0.24"": 15.133073607178126}","{""80"": 2.6613058395597493, ""40"": 9.999490302600398, ""20"": 33.00120549631585, ""10"": 69.2823253890426}"
optimized_kappa,48,-4530.435463161995,-4530.4316296899715,-4530.431629678749,-4530.431016064486,-4530.431016064486,-4530.431016064486,3.999206241729614e-06,0.00034097957497497555,0.01474874849952812,1.1222255125176162e-08,0.003833472023870854,0.0006136142628747621,none,True,"[0.05825974115636403, 0.9417402270197736, 3.1823862334190275e-08]","[[0.6098467444740918, 0.36381120523893434, 0.026342050286973784], [0.14913596272050247, 0.8489187083714043, 0.0019453289080933844], [0.22414833839675274, 0.0014693576486197004, 0.7743823039546275]]","{""0.06"": 3.038679544127943, ""0.12"": 5.678262964136701, ""0.24"": 15.136780953491714}","{""80"": 2.660680468102039, ""40"": 9.99535585016529, ""20"": 33.006612045379185, ""10"": 69.29707413754213}"
optimized_kappa,49,-4530.431016064486,-4530.427569714489,-4530.427569704636,-4530.427027569316,-4530.427027569316,-4530.427027569316,3.7402567463415415e-06,0.0003167630431386015,0.013671427201344954,9.853465599007905e-09,0.003446349996920617,0.0005421353198471479,none,True,"[0.05826348141311037, 0.941736486769703, 3.18171867198693e-08]","[[0.6095375857062733, 0.36412796828207294, 0.02633444601165381], [0.14924767191287636, 0.8488074095339759, 0.0019449185531477775], [0.22420702554289926, 0.0013692699850730132, 0.7744237044720278]]","{""0.06"": 3.0406007082457873, ""0.12"": 5.68062293215363, ""0.24"": 15.14025083292608}","{""80"": 2.66008527056983, ""40"": 9.991392698717556, ""20"": 33.01157988359585, ""10"": 69.31074556474347}"
optimized_kappa,50,-4530.427027569316,-4530.423923314415,-4530.4239233057715,-4530.423444613391,-4530.423444613391,-4530.423444613391,3.496958837334585e-06,0.0002943164428653722,0.012694186346578817,8.64383764564991e-09,0.0031042549007906928,0.0004786923800566001,none,True,"[0.058266978371947706, 0.9417329898171021, 3.181095012147574e-08]","[[0.6092506686712572, 0.3644222847249383, 0.026327046603804687], [0.14935100470305426, 0.8487045026669433, 0.0019444926300024024], [0.2242597085977588, 0.0012761570021169448, 0.7744641344001243]]","{""0.06"": 3.0423999647207767, ""0.12"": 5.682831430585108, ""0.24"": 15.143498835703577}","{""80"": 2.6595196195930493, ""40"": 9.987602069719218, ""20"": 33.016144065500576, ""10"": 69.32343975109005}"
optimized_kappa,51,-4530.423444613391,-4530.420643296193,-4530.420643288614,-4530.4202209151945,-4530.4202209151945,-4530.4202209151945,3.268894846475412e-06,0.00027350709655171723,0.011777649996815853,7.578819349873811e-09,0.0028013171986458474,0.00042237341949658,none,True,"[0.05827024726679418, 0.9417297209280824, 3.1805123456843086e-08]","[[0.6089843301688259, 0.36469579182149003, 0.026319878009684244], [0.14944662687507662, 0.8486093178603935, 0.0019440552645299063], [0.22430703524714554, 0.0011895114347609899, 0.7745034533180934]]","{""0.06"": 3.044084662051915, ""0.12"": 5.684897780789717, ""0.24"": 15.146540410747317}","{""80"": 2.658982813081337, ""40"": 9.983982930933676, ""20"": 33.020341834736534, ""10"": 69.33521740108687}"
optimized_kappa,52,-4530.4202209151945,-4530.4176884439585,-4530.417688437316,-4530.417316035768,-4530.417316035768,-4530.417316035768,3.0553300267091577e-06,0.00025421282566395753,0.01092560913178886,6.642039807047695e-09,0.0025324712360088597,0.000372401548702328,none,True,"[0.05827330259682089, 0.9417266656034995, 3.1799679695870674e-08]","[[0.6087370353481302, 0.364950004647154, 0.026312960004715957], [0.14953514513654526, 0.848521244634723, 0.0019436102287317255], [0.22434958037474545, 0.0011088658180474576, 0.7745415538072071]]","{""0.06"": 3.045661694135472, ""0.12"": 5.686830547277176, ""0.24"": 15.149384258467524}","{""80"": 2.658473807957346, ""40"": 9.980533807268278, ""20"": 33.02420128652753, ""10"": 69.34614301021865}"
